# Output_EVs_4kW\output_voltage_566.csv run at 2000-01-01 09:26:00 EST on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
SourceBus,6668.395609,0.000000,6668.395609,4.188790,6668.395609,2.094395
Bus1,251.669470,-0.529016,251.360389,3.659279,251.971684,1.569380
Bus2,251.606438,-0.528807,251.248465,3.659237,251.997123,1.569305
Bus3,251.599831,-0.528785,251.236731,3.659233,251.999790,1.569297
Bus4,251.593641,-0.528765,251.225738,3.659229,252.002289,1.569290
Bus5,251.588244,-0.528747,251.216154,3.659225,252.004467,1.569283
Bus6,251.579743,-0.528719,251.201056,3.659219,252.007899,1.569273
Bus7,251.001290,-0.526797,250.172930,3.658835,252.241661,1.568582
Bus8,250.975403,-0.526711,250.126883,3.658818,252.252133,1.568551
Bus9,250.953859,-0.526639,250.088557,3.658804,252.260850,1.568525
Bus10,250.934953,-0.526576,250.054923,3.658791,252.268500,1.568503
Bus11,250.920847,-0.526529,250.029826,3.658781,252.274208,1.568486
Bus12,250.907605,-0.526485,250.006266,3.658773,252.279567,1.568470
Bus13,250.899462,-0.526458,249.991778,3.658767,252.282862,1.568461
Bus14,250.879192,-0.526390,249.955711,3.658754,252.291066,1.568436
Bus15,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus16,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus17,250.516053,-0.525176,249.309236,3.658510,252.438135,1.568003
Bus18,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus19,250.502367,-0.525130,249.284858,3.658501,252.443682,1.567986
Bus20,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus21,250.486999,-0.525079,249.257485,3.658490,252.449911,1.567968
Bus22,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus23,250.461978,-0.524995,249.212915,3.658474,252.460053,1.567938
Bus24,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus25,250.416464,-0.524842,249.131831,3.658443,252.478503,1.567884
Bus26,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus27,250.393738,-0.524820,249.131902,3.658442,252.478751,1.567885
Bus28,249.873034,-0.522950,248.113138,3.658104,252.700996,1.567171
Bus29,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus30,250.389280,-0.524816,249.131915,3.658441,252.478800,1.567885
Bus31,250.391982,-0.524818,249.131907,3.658441,252.478770,1.567885
Bus32,249.728515,-0.522445,247.841950,3.658013,252.760249,1.566982
Bus33,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus34,250.379070,-0.524805,249.131947,3.658441,252.478911,1.567885
Bus35,250.391923,-0.524818,249.131907,3.658441,252.478771,1.567885
Bus36,249.730041,-0.522439,247.703453,3.658151,252.760658,1.566974
Bus37,249.247026,-0.521075,247.155671,3.657614,252.926619,1.566643
Bus38,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus39,250.391837,-0.524818,249.131907,3.658441,252.478772,1.567885
Bus40,249.730088,-0.522439,247.699183,3.658155,252.760671,1.566974
Bus41,249.730310,-0.522438,247.679050,3.658175,252.760730,1.566973
Bus42,248.913180,-0.520122,246.679463,3.657336,253.042086,1.566408
Bus43,249.247026,-0.521075,247.155671,3.657614,252.926619,1.566643
Bus44,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus45,250.391728,-0.524818,249.131908,3.658441,252.478773,1.567885
Bus46,249.730109,-0.522439,247.697258,3.658157,252.760677,1.566974
Bus47,249.730956,-0.522436,247.620333,3.658234,252.760904,1.566969
Bus48,248.661058,-0.519400,246.319625,3.657126,253.129349,1.566230
Bus49,249.247026,-0.521075,247.155671,3.657614,252.926619,1.566643
Bus50,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus51,250.391461,-0.524818,249.131909,3.658441,252.478776,1.567885
Bus52,249.730131,-0.522439,247.695218,3.658159,252.760683,1.566974
Bus53,248.624718,-0.519295,246.267745,3.657095,253.141932,1.566204
Bus54,248.661058,-0.519400,246.319625,3.657126,253.129349,1.566230
Bus55,249.247026,-0.521075,247.155671,3.657614,252.926619,1.566643
Bus56,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus57,250.391232,-0.524817,249.131909,3.658441,252.478779,1.567885
Bus58,249.730153,-0.522439,247.693275,3.658161,252.760688,1.566973
Bus59,248.460140,-0.518823,246.032743,3.656957,253.198928,1.566088
Bus60,248.661058,-0.519400,246.319625,3.657126,253.129349,1.566230
Bus61,249.247026,-0.521075,247.155671,3.657614,252.926619,1.566643
Bus62,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus63,250.390137,-0.524816,249.131913,3.658441,252.478791,1.567885
Bus64,249.730166,-0.522439,247.692112,3.658162,252.760692,1.566973
Bus65,248.427309,-0.518727,245.984904,3.656930,253.210310,1.566064
Bus66,248.446826,-0.518810,246.032785,3.656956,253.199072,1.566089
Bus67,248.661058,-0.519400,246.319625,3.657126,253.129349,1.566230
Bus68,249.247026,-0.521075,247.155671,3.657614,252.926619,1.566643
Bus69,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus70,250.386263,-0.524813,249.131925,3.658441,252.478833,1.567885
Bus71,249.730191,-0.522439,247.689829,3.658165,252.760699,1.566973
Bus72,248.039596,-0.517596,245.419724,3.656611,253.344806,1.565777
Bus73,248.445874,-0.518809,246.032788,3.656956,253.199082,1.566089
Bus74,248.441271,-0.518804,246.032803,3.656956,253.199132,1.566089
Bus75,248.661058,-0.519400,246.319625,3.657126,253.129349,1.566230
Bus76,249.247026,-0.521075,247.155671,3.657614,252.926619,1.566643
Bus77,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus78,249.730318,-0.522438,247.678259,3.658176,252.760733,1.566973
Bus79,247.904524,-0.517201,245.222722,3.656499,253.391692,1.565677
Bus80,248.661058,-0.519400,246.319625,3.657126,253.129349,1.566230
Bus81,249.247026,-0.521075,247.155671,3.657614,252.926619,1.566643
Bus82,250.715028,-0.525842,249.663540,3.658644,252.357527,1.568240
Bus83,249.730799,-0.522437,247.634663,3.658220,252.760862,1.566970
Bus84,247.875052,-0.517115,245.179731,3.656475,253.401925,1.565655
Bus85,248.661058,-0.519400,246.319625,3.657126,253.129349,1.566230
Bus86,249.247026,-0.521075,247.155671,3.657614,252.926619,1.566643
