# file...... Output_EVs_4kW\Load32_voltage.csv
# date...... Thu Mar 03 17:48:45 2016
# user...... Gregorio
# host...... (null)
# target.... load 982
# trigger... (none)
# interval.. 0
# limit..... 0
# timestamp,voltage_C
2000-01-01 00:01:00 EST,+252.038+89.9988d
2000-01-01 00:02:00 EST,+252.028+89.9986d
2000-01-01 00:03:00 EST,+252.036+90.0062d
2000-01-01 00:04:00 EST,+252.034+90.0013d
2000-01-01 00:05:00 EST,+251.969+89.9955d
2000-01-01 00:06:00 EST,+252.011+89.9957d
2000-01-01 00:07:00 EST,+252.032+90d
2000-01-01 00:08:00 EST,+252.057+90.0042d
2000-01-01 00:09:00 EST,+252.074+90.0076d
2000-01-01 00:10:00 EST,+252.364+90.0751d
2000-01-01 00:11:00 EST,+251.951+89.9898d
2000-01-01 00:12:00 EST,+251.969+89.9932d
2000-01-01 00:13:00 EST,+251.996+89.9926d
2000-01-01 00:14:00 EST,+252.006+89.9914d
2000-01-01 00:15:00 EST,+251.999+89.9901d
2000-01-01 00:16:00 EST,+252.026+89.9913d
2000-01-01 00:17:00 EST,+252.126+90.0186d
2000-01-01 00:18:00 EST,+252.126+90.0186d
2000-01-01 00:19:00 EST,+252.119+90.0171d
2000-01-01 00:20:00 EST,+251.988+89.9931d
2000-01-01 00:21:00 EST,+251.988+89.9931d
2000-01-01 00:22:00 EST,+251.989+89.9934d
2000-01-01 00:23:00 EST,+251.99+89.9936d
2000-01-01 00:24:00 EST,+251.927+89.9973d
2000-01-01 00:25:00 EST,+251.825+90d
2000-01-01 00:26:00 EST,+251.762+89.9997d
2000-01-01 00:27:00 EST,+251.811+89.9941d
2000-01-01 00:28:00 EST,+251.811+89.9941d
2000-01-01 00:29:00 EST,+251.843+90.0003d
2000-01-01 00:30:00 EST,+251.853+90.0057d
2000-01-01 00:31:00 EST,+251.914+90.0191d
2000-01-01 00:32:00 EST,+251.923+90.0187d
2000-01-01 00:33:00 EST,+251.828+90.0297d
2000-01-01 00:34:00 EST,+251.83+90.0301d
2000-01-01 00:35:00 EST,+251.827+90.0295d
2000-01-01 00:36:00 EST,+251.836+90.0258d
2000-01-01 00:37:00 EST,+251.849+90.0285d
2000-01-01 00:38:00 EST,+251.939+90.0298d
2000-01-01 00:39:00 EST,+251.948+90.0316d
2000-01-01 00:40:00 EST,+252.053+90.0432d
2000-01-01 00:41:00 EST,+252.021+90.0463d
2000-01-01 00:42:00 EST,+252.025+90.0415d
2000-01-01 00:43:00 EST,+251.975+90.0408d
2000-01-01 00:44:00 EST,+251.876+90.0354d
2000-01-01 00:45:00 EST,+251.867+90.0299d
2000-01-01 00:46:00 EST,+251.829+90.0223d
2000-01-01 00:47:00 EST,+251.977+90.0234d
2000-01-01 00:48:00 EST,+251.983+90.0171d
2000-01-01 00:49:00 EST,+252.036+90.019d
2000-01-01 00:50:00 EST,+252.011+90.0179d
2000-01-01 00:51:00 EST,+251.978+90.0173d
2000-01-01 00:52:00 EST,+251.982+90.0129d
2000-01-01 00:53:00 EST,+251.987+90.014d
2000-01-01 00:54:00 EST,+252.29+90.0713d
2000-01-01 00:55:00 EST,+252.181+90.0722d
2000-01-01 00:56:00 EST,+252.145+90.0773d
2000-01-01 00:57:00 EST,+251.873+90.0171d
2000-01-01 00:58:00 EST,+251.841+90.0168d
2000-01-01 00:59:00 EST,+251.678+90.0206d
2000-01-01 01:00:00 EST,+251.685+90.0219d
2000-01-01 01:01:00 EST,+251.603+90.0019d
2000-01-01 01:02:00 EST,+251.588+89.9981d
2000-01-01 01:03:00 EST,+251.625+90.0012d
2000-01-01 01:04:00 EST,+251.623+89.9967d
2000-01-01 01:05:00 EST,+251.544+89.9962d
2000-01-01 01:06:00 EST,+251.612+89.9947d
2000-01-01 01:07:00 EST,+251.594+89.991d
2000-01-01 01:08:00 EST,+251.685+89.998d
2000-01-01 01:09:00 EST,+251.657+89.9928d
2000-01-01 01:10:00 EST,+251.63+89.9925d
2000-01-01 01:11:00 EST,+251.597+89.9904d
2000-01-01 01:12:00 EST,+251.591+89.9976d
2000-01-01 01:13:00 EST,+251.599+90.0003d
2000-01-01 01:14:00 EST,+251.664+90.0104d
2000-01-01 01:15:00 EST,+251.664+90.0104d
2000-01-01 01:16:00 EST,+251.572+90.0197d
2000-01-01 01:17:00 EST,+251.709+90.0115d
2000-01-01 01:18:00 EST,+251.506+90.0028d
2000-01-01 01:19:00 EST,+251.576+90.0011d
2000-01-01 01:20:00 EST,+251.549+90.0012d
2000-01-01 01:21:00 EST,+251.624+89.9884d
2000-01-01 01:22:00 EST,+251.619+89.9831d
2000-01-01 01:23:00 EST,+251.635+89.9826d
2000-01-01 01:24:00 EST,+251.61+89.9918d
2000-01-01 01:25:00 EST,+251.631+89.9859d
2000-01-01 01:26:00 EST,+251.633+89.9792d
2000-01-01 01:27:00 EST,+251.662+89.9787d
2000-01-01 01:28:00 EST,+251.574+89.9671d
2000-01-01 01:29:00 EST,+251.597+89.9603d
2000-01-01 01:30:00 EST,+251.597+89.9603d
2000-01-01 01:31:00 EST,+251.593+89.9656d
2000-01-01 01:32:00 EST,+251.608+89.9686d
2000-01-01 01:33:00 EST,+251.608+89.9686d
2000-01-01 01:34:00 EST,+251.635+89.9679d
2000-01-01 01:35:00 EST,+251.581+89.9681d
2000-01-01 01:36:00 EST,+251.573+89.971d
2000-01-01 01:37:00 EST,+251.606+89.9609d
2000-01-01 01:38:00 EST,+251.758+89.9622d
2000-01-01 01:39:00 EST,+251.77+89.9746d
2000-01-01 01:40:00 EST,+251.835+89.9694d
2000-01-01 01:41:00 EST,+251.906+89.9798d
2000-01-01 01:42:00 EST,+251.904+89.9841d
2000-01-01 01:43:00 EST,+251.977+89.9961d
2000-01-01 01:44:00 EST,+251.976+89.9974d
2000-01-01 01:45:00 EST,+251.97+89.9975d
2000-01-01 01:46:00 EST,+251.967+89.9951d
2000-01-01 01:47:00 EST,+251.948+89.9968d
2000-01-01 01:48:00 EST,+251.912+89.9971d
2000-01-01 01:49:00 EST,+251.97+89.9887d
2000-01-01 01:50:00 EST,+252.035+89.9958d
2000-01-01 01:51:00 EST,+252.034+89.9973d
2000-01-01 01:52:00 EST,+252.045+89.997d
2000-01-01 01:53:00 EST,+252.048+89.9931d
2000-01-01 01:54:00 EST,+252.011+89.9894d
2000-01-01 01:55:00 EST,+251.985+89.9789d
2000-01-01 01:56:00 EST,+251.977+89.9791d
2000-01-01 01:57:00 EST,+251.855+89.9742d
2000-01-01 01:58:00 EST,+251.845+89.9849d
2000-01-01 01:59:00 EST,+251.739+89.9933d
2000-01-01 02:00:00 EST,+251.705+89.9893d
2000-01-01 02:01:00 EST,+251.778+89.9833d
2000-01-01 02:02:00 EST,+251.773+89.975d
2000-01-01 02:03:00 EST,+251.738+89.9756d
2000-01-01 02:04:00 EST,+251.761+89.9831d
2000-01-01 02:05:00 EST,+251.761+89.9831d
2000-01-01 02:06:00 EST,+251.785+89.9879d
2000-01-01 02:07:00 EST,+251.785+89.9879d
2000-01-01 02:08:00 EST,+251.785+89.9879d
2000-01-01 02:09:00 EST,+251.699+89.99d
2000-01-01 02:10:00 EST,+251.649+89.9955d
2000-01-01 02:11:00 EST,+251.663+90.0024d
2000-01-01 02:12:00 EST,+251.578+90.0048d
2000-01-01 02:13:00 EST,+251.585+90.0113d
2000-01-01 02:14:00 EST,+251.625+90.0154d
2000-01-01 02:15:00 EST,+251.649+90.02d
2000-01-01 02:16:00 EST,+251.649+90.02d
2000-01-01 02:17:00 EST,+251.706+90.0187d
2000-01-01 02:18:00 EST,+251.702+90.0231d
2000-01-01 02:19:00 EST,+251.742+90.0143d
2000-01-01 02:20:00 EST,+251.766+90.0114d
2000-01-01 02:21:00 EST,+251.795+90.0179d
2000-01-01 02:22:00 EST,+251.789+90.0131d
2000-01-01 02:23:00 EST,+251.746+90.0198d
2000-01-01 02:24:00 EST,+251.686+90.0183d
2000-01-01 02:25:00 EST,+251.637+90.019d
2000-01-01 02:26:00 EST,+251.561+90.0152d
2000-01-01 02:27:00 EST,+251.576+90.014d
2000-01-01 02:28:00 EST,+251.607+90.0146d
2000-01-01 02:29:00 EST,+251.593+89.9975d
2000-01-01 02:30:00 EST,+251.658+89.9948d
2000-01-01 02:31:00 EST,+251.747+89.9934d
2000-01-01 02:32:00 EST,+251.782+89.9812d
2000-01-01 02:33:00 EST,+251.823+89.9801d
2000-01-01 02:34:00 EST,+251.905+89.9878d
2000-01-01 02:35:00 EST,+251.905+89.9878d
2000-01-01 02:36:00 EST,+251.947+89.982d
2000-01-01 02:37:00 EST,+251.887+89.9877d
2000-01-01 02:38:00 EST,+251.876+89.9855d
2000-01-01 02:39:00 EST,+251.876+89.9855d
2000-01-01 02:40:00 EST,+251.9+89.9844d
2000-01-01 02:41:00 EST,+251.897+89.9891d
2000-01-01 02:42:00 EST,+251.838+90.0025d
2000-01-01 02:43:00 EST,+251.907+90.001d
2000-01-01 02:44:00 EST,+251.915+89.9941d
2000-01-01 02:45:00 EST,+251.883+89.9921d
2000-01-01 02:46:00 EST,+251.996+89.9894d
2000-01-01 02:47:00 EST,+252.064+89.979d
2000-01-01 02:48:00 EST,+252.043+89.9704d
2000-01-01 02:49:00 EST,+252.035+89.9731d
2000-01-01 02:50:00 EST,+252.022+89.9649d
2000-01-01 02:51:00 EST,+252.041+89.9732d
2000-01-01 02:52:00 EST,+252.032+89.9618d
