# Output_EVs_4kW\output_current_1.csv run at 2000-01-01 00:01:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,0.166895,-0.384961,0.136221,3.824525,0.156510,1.889304
TR1,0.166895,-0.384961,0.136221,3.824525,0.156510,1.889304
LINE1,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE2,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE3,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE4,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE5,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE6,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE7,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE8,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE9,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE10,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE11,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE12,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE13,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE14,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE15,0.000000,0.760466,0.000000,3.811399,0.000000,1.563137
LINE16,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE17,0.000000,2.331263,0.000000,-0.810330,0.000000,1.561391
LINE18,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE19,0.000000,2.331263,0.000000,-0.810330,0.000000,1.560308
LINE20,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE21,0.000000,2.133867,0.000000,-0.810330,0.000000,1.559113
LINE22,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE23,0.000000,0.618569,0.000000,4.687457,0.000000,1.558006
LINE24,4.916990,-0.841189,3.888852,3.347451,3.307630,1.253214
LINE25,0.000000,-0.024932,0.000000,4.687457,0.000000,1.557406
LINE26,0.768293,-0.841294,0.000000,-0.366163,0.000000,1.495757
LINE27,4.148697,-0.841170,3.888852,3.347451,3.307630,1.253214
LINE28,0.000000,0.099423,0.000000,4.687457,0.000000,1.555883
LINE29,0.150316,-0.841297,0.000000,3.061086,0.000000,1.623874
LINE30,0.617976,-0.841294,0.000000,-0.367959,0.000000,1.497586
LINE31,4.148697,-0.841170,3.888852,3.347451,3.307630,1.253214
LINE32,0.000000,-0.269911,0.000000,4.377754,0.000000,1.556076
LINE33,0.150316,-0.841297,0.000000,-0.852747,0.000000,1.543284
LINE34,0.617976,-0.841294,0.000000,0.054248,0.000000,1.440854
LINE35,0.000000,0.607951,0.471831,3.347460,0.000000,4.703380
LINE36,4.148697,-0.841170,3.417021,3.347450,3.307630,1.253214
LINE37,0.000000,-0.316389,0.000000,4.421205,0.000000,1.556824
LINE38,0.617976,-0.841294,0.000000,-0.000159,0.000000,1.542450
LINE39,0.000000,0.868612,0.233828,3.347460,0.000000,-1.570692
LINE40,0.000000,0.350994,0.238003,3.347460,0.000000,1.523246
LINE41,4.148697,-0.841170,3.417021,3.347450,3.307630,1.253214
LINE42,0.000000,0.915693,0.000000,0.615991,0.000000,3.957028
LINE43,0.000000,-0.668433,0.000000,4.687457,0.000000,1.556223
LINE44,0.617976,-0.841294,0.000000,0.426385,0.000000,1.574099
LINE45,0.000000,1.426704,0.233828,3.347460,0.000000,4.707561
LINE46,0.000000,-0.448096,0.238003,3.347460,0.000000,1.565934
LINE47,4.148697,-0.841170,3.417021,3.347450,3.307630,1.253214
LINE48,0.000000,0.850570,0.000000,0.633166,0.000000,4.032286
LINE49,0.000000,-0.668433,0.000000,4.168311,0.000000,1.553213
LINE50,0.617976,-0.841294,0.000000,0.397672,0.000000,1.449975
LINE51,0.000000,1.827367,0.233828,3.347460,0.000000,4.698477
LINE52,4.148697,-0.841170,3.417021,3.347450,3.307630,1.253214
LINE53,0.000000,-1.509255,0.000000,-0.804761,0.000000,-0.036850
LINE54,0.000000,0.784454,0.000000,0.632859,0.000000,4.180486
LINE55,0.000000,-1.377059,0.000000,4.147038,0.000000,1.546383
LINE56,0.617976,-0.841294,0.000000,0.274301,0.000000,1.789423
LINE57,0.000000,1.644060,0.233828,3.347460,0.000000,-1.545512
LINE58,4.148697,-0.841170,3.417021,3.347450,3.307630,1.253214
LINE59,0.000000,4.116082,0.000000,-1.381995,0.000000,-0.143258
LINE60,0.000000,0.468528,0.000000,0.637999,0.000000,4.246911
LINE61,0.000000,4.468788,0.000000,4.522308,0.000000,1.545202
LINE62,0.617976,-0.841294,0.000000,-0.305368,0.000000,-1.368849
LINE63,0.000000,0.651291,0.233828,3.347460,0.000000,4.700336
LINE64,3.559794,-0.841159,3.417021,3.347450,3.307630,1.253214
LINE65,0.588904,-0.841235,0.000000,-0.261618,0.000000,1.223230
LINE66,0.000000,4.213797,0.000000,-0.440629,0.000000,-0.901676
LINE67,0.000000,0.551632,0.000000,0.593393,0.000000,-1.439811
LINE68,0.000000,4.687457,0.000000,4.507604,0.000000,1.546068
LINE69,0.617976,-0.841294,0.000000,3.008179,0.000000,4.668496
LINE70,0.000000,1.631862,0.233828,3.347460,0.000000,4.710432
LINE71,3.559794,-0.841159,3.417021,3.347450,3.307630,1.253214
LINE72,0.204654,-0.841236,0.000000,-0.949780,0.000000,-1.455125
LINE73,0.384250,-0.841235,0.000000,-0.304166,0.000000,1.267522
LINE74,0.000000,-0.737821,0.000000,4.445582,0.000000,2.097996
LINE75,0.000000,0.807430,0.000000,0.496451,0.000000,-1.196417
LINE76,0.000000,4.644930,0.000000,4.424462,0.000000,1.552067
LINE77,0.000000,2.437761,0.233828,3.347460,0.000000,-1.543021
LINE78,3.559794,-0.841159,3.417021,3.347450,3.307630,1.253214
LINE79,0.000000,-1.492219,0.000000,-1.215698,0.000000,2.541294
LINE80,0.000000,0.742699,0.000000,0.534728,0.000000,-1.118311
LINE81,0.000000,4.566833,0.000000,4.393223,0.000000,1.551015
LINE82,0.000000,-0.076131,0.233828,3.347460,0.000000,4.673376
LINE83,3.559794,-0.841159,3.417021,3.347450,3.307630,1.253214
LINE84,0.000000,-0.600347,0.000000,3.607213,0.000000,3.125815
LINE85,0.000000,0.732239,0.000000,0.545516,0.000000,-1.122161
LINE86,0.000000,4.637499,0.000000,4.282565,0.000000,1.551950
LINE87,3.559794,-0.841159,3.417021,3.347450,3.307630,1.253214
LINE88,0.000000,2.477132,0.000000,-0.531356,0.000000,3.798961
LINE89,0.000000,0.763297,0.000000,0.517002,0.000000,-1.114920
LINE90,0.000000,4.687457,0.000000,4.554906,0.000000,1.540835
LINE91,3.559794,-0.841159,3.417021,3.347450,3.307630,1.253214
LINE92,0.000000,1.114855,0.000000,0.472484,0.000000,-1.041069
LINE93,0.000000,4.687457,0.000000,3.902059,0.000000,1.551602
LINE94,3.559794,-0.841159,3.417021,3.347450,3.307630,1.253214
LINE95,0.000000,0.518781,0.000000,0.514729,0.000000,-0.980746
LINE96,0.000000,0.000000,0.000000,0.220047,0.000000,4.709914
LINE97,3.559794,-0.841159,3.417021,3.347450,3.307630,1.253214
LINE98,0.000000,0.709925,0.000000,0.161785,0.000000,-0.741983
LINE99,0.000000,1.545864,0.000000,-0.024932,0.000000,-1.561074
