# Output_case1\output_voltage_566.csv run at 2000-01-01 09:26:00 EST on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
SourceBus,6668.395609,0.000000,6668.395609,4.188790,6668.395609,2.094395
Bus1,251.804400,-0.527527,251.568018,3.660667,251.991261,1.569490
Bus2,251.761142,-0.527379,251.484018,3.660649,252.004006,1.569432
Bus3,251.756607,-0.527364,251.475212,3.660647,252.005342,1.569426
Bus4,251.752359,-0.527349,251.466962,3.660645,252.006594,1.569420
Bus5,251.748655,-0.527337,251.459769,3.660644,252.007686,1.569415
Bus6,251.742820,-0.527317,251.448438,3.660641,252.009405,1.569408
Bus7,251.345727,-0.525960,250.676814,3.660470,252.126530,1.568877
Bus8,251.327952,-0.525899,250.642255,3.660462,252.131777,1.568854
Bus9,251.313159,-0.525849,250.613490,3.660456,252.136145,1.568834
Bus10,251.300177,-0.525804,250.588247,3.660450,252.139978,1.568817
Bus11,251.290491,-0.525771,250.569411,3.660446,252.142838,1.568804
Bus12,251.281398,-0.525740,250.551728,3.660442,252.145524,1.568792
Bus13,251.275807,-0.525721,250.540855,3.660440,252.147175,1.568784
Bus14,251.261887,-0.525673,250.513786,3.660434,252.151285,1.568766
Bus15,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus16,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus17,251.012489,-0.524817,250.028584,3.660325,252.224980,1.568432
Bus18,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus19,251.003088,-0.524785,250.010287,3.660321,252.227760,1.568420
Bus20,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus21,250.992531,-0.524749,249.989742,3.660317,252.230881,1.568406
Bus22,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus23,250.975345,-0.524690,249.956290,3.660309,252.235963,1.568383
Bus24,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus25,250.944080,-0.524582,249.895433,3.660296,252.245209,1.568341
Bus26,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus27,250.921402,-0.524560,249.895503,3.660294,252.245457,1.568342
Bus28,250.578910,-0.523257,249.130216,3.660171,252.352344,1.567786
Bus29,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus30,250.916953,-0.524555,249.895516,3.660294,252.245505,1.568342
Bus31,250.919650,-0.524558,249.895508,3.660294,252.245476,1.568342
Bus32,250.481770,-0.522903,248.926503,3.660138,252.380878,1.567639
Bus33,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus34,250.906765,-0.524545,249.895548,3.660294,252.245617,1.568343
Bus35,250.919590,-0.524558,249.895508,3.660294,252.245476,1.568342
Bus36,250.483286,-0.522898,248.788611,3.660275,252.381289,1.567631
Bus37,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus38,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus39,250.919505,-0.524558,249.895509,3.660294,252.245477,1.568342
Bus40,250.483333,-0.522898,248.784359,3.660279,252.381301,1.567630
Bus41,250.483553,-0.522897,248.764314,3.660299,252.381361,1.567629
Bus42,249.909161,-0.521361,248.108593,3.659760,252.505289,1.567276
Bus43,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus44,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus45,250.919396,-0.524558,249.895509,3.660294,252.245479,1.568342
Bus46,250.483354,-0.522898,248.782443,3.660281,252.381307,1.567630
Bus47,250.484196,-0.522895,248.705853,3.660357,252.381535,1.567626
Bus48,249.732024,-0.520883,247.855407,3.659642,252.543809,1.567164
Bus49,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus50,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus51,250.919129,-0.524558,249.895510,3.660294,252.245482,1.568342
Bus52,250.483376,-0.522898,248.780412,3.660283,252.381313,1.567630
Bus53,249.706489,-0.520814,247.818903,3.659625,252.549363,1.567148
Bus54,249.732024,-0.520883,247.855407,3.659642,252.543809,1.567164
Bus55,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus56,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus57,250.918901,-0.524557,249.895510,3.660294,252.245484,1.568342
Bus58,250.483397,-0.522898,248.778477,3.660285,252.381319,1.567630
Bus59,249.590838,-0.520500,247.653550,3.659548,252.574522,1.567075
Bus60,249.732024,-0.520883,247.855407,3.659642,252.543809,1.567164
Bus61,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus62,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus63,250.917808,-0.524556,249.895514,3.660294,252.245496,1.568342
Bus64,250.483410,-0.522898,248.777319,3.660286,252.381322,1.567630
Bus65,249.567947,-0.520437,247.619872,3.659534,252.579433,1.567059
Bus66,249.577585,-0.520487,247.653592,3.659548,252.574666,1.567075
Bus67,249.732024,-0.520883,247.855407,3.659642,252.543809,1.567164
Bus68,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus69,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus70,250.913943,-0.524552,249.895526,3.660294,252.245538,1.568342
Bus71,250.483435,-0.522898,248.775046,3.660288,252.381329,1.567630
Bus72,249.297576,-0.519691,247.221983,3.659362,252.637454,1.566875
Bus73,249.576637,-0.520486,247.653594,3.659548,252.574676,1.567076
Bus74,249.572054,-0.520482,247.653609,3.659547,252.574726,1.567076
Bus75,249.732024,-0.520883,247.855407,3.659642,252.543809,1.567164
Bus76,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus77,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus78,250.483562,-0.522897,248.763527,3.660300,252.381363,1.567629
Bus79,249.203364,-0.519430,247.083291,3.659302,252.657681,1.566810
Bus80,249.732024,-0.520883,247.855407,3.659642,252.543809,1.567164
Bus81,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus82,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus83,250.484039,-0.522895,248.720121,3.660343,252.381493,1.567627
Bus84,249.182806,-0.519373,247.053024,3.659288,252.662095,1.566796
Bus85,249.732024,-0.520883,247.855407,3.659642,252.543809,1.567164
Bus86,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus87,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus88,249.141120,-0.519257,246.991647,3.659262,252.671047,1.566768
Bus89,249.732024,-0.520883,247.855407,3.659642,252.543809,1.567164
Bus90,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus91,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus92,249.101812,-0.519149,246.933766,3.659237,252.679489,1.566741
Bus93,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus94,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus95,249.078966,-0.519085,246.900124,3.659222,252.684396,1.566726
Bus96,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus97,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus98,249.063878,-0.519043,246.877905,3.659212,252.687637,1.566715
Bus99,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus100,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus101,249.043047,-0.518986,246.847228,3.659199,252.692111,1.566701
Bus102,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus103,251.149151,-0.525287,250.294502,3.660385,252.184588,1.568615
Bus104,249.043041,-0.518987,246.847277,3.659199,252.691559,1.566701
Bus105,249.029322,-0.518944,246.826650,3.659187,252.697863,1.566690
Bus106,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus107,249.043034,-0.518988,246.847337,3.659200,252.690891,1.566700
Bus108,249.021540,-0.518920,246.814981,3.659180,252.701125,1.566683
Bus109,250.143663,-0.521994,248.443652,3.659915,252.454319,1.567425
Bus110,249.043026,-0.518989,246.847406,3.659201,252.690117,1.566700
