# Output_case1_3p\output_current_566.csv run at 2000-01-01 09:26:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,2.622693,-0.318755,2.622693,3.870035,2.622693,1.775640
TR1,2.622693,-0.318755,2.622693,3.870035,2.622693,1.775640
LINE1,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE2,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE3,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE4,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE5,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE6,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE7,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE8,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE9,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE10,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE11,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE12,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE13,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE14,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE15,0.000000,3.936528,0.000000,3.952863,0.000000,1.523851
LINE16,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE17,0.000000,3.580308,0.000000,3.902059,0.000000,1.469839
LINE18,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE19,0.000000,3.216329,0.000000,3.942038,0.000000,1.413825
LINE20,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE21,0.000000,3.116661,0.000000,3.902059,0.000000,-0.024932
LINE22,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE23,0.000000,3.902059,0.000000,3.936528,0.000000,1.458199
LINE24,69.350061,-0.842354,69.350061,3.346436,69.350061,1.252041
LINE25,0.000000,4.687457,0.000000,3.821155,0.000000,1.491231
LINE26,1.013468,-0.843613,1.013468,3.345177,1.013468,1.250782
LINE27,68.336594,-0.842336,68.336594,3.346455,68.336594,1.252060
LINE28,0.000000,4.409157,0.000000,3.873495,0.000000,1.502922
LINE29,0.721752,-0.843612,0.721752,3.345178,0.721752,1.250783
LINE30,0.291716,-0.843614,0.291716,3.345176,0.291716,1.250781
LINE31,68.336594,-0.842336,68.336594,3.346455,68.336594,1.252060
LINE32,0.000000,-1.364638,0.000000,3.823569,0.000000,1.497562
LINE33,0.721752,-0.843612,0.721752,3.345178,0.721752,1.250783
LINE34,0.291716,-0.843614,0.291716,3.345176,0.291716,1.250781
LINE35,6.309324,-0.843316,6.309324,3.345474,6.309324,1.251079
LINE36,62.027273,-0.842236,62.027273,3.346554,62.027273,1.252159
LINE37,0.000000,-1.471373,0.000000,3.794047,0.000000,1.486225
LINE38,0.291716,-0.843614,0.291716,3.345176,0.291716,1.250781
LINE39,2.784944,-0.843319,2.784944,3.345472,2.784944,1.251076
LINE40,3.524380,-0.843315,3.524380,3.345476,3.524380,1.251081
LINE41,62.027273,-0.842236,62.027273,3.346554,62.027273,1.252159
LINE42,0.000000,4.634306,0.000000,3.726065,0.000000,3.662229
LINE43,0.000000,3.902059,0.000000,3.727387,0.000000,1.456261
LINE44,0.291716,-0.843614,0.291716,3.345176,0.291716,1.250781
LINE45,2.784944,-0.843319,2.784944,3.345472,2.784944,1.251076
LINE46,3.524380,-0.843315,3.524380,3.345476,3.524380,1.251081
LINE47,62.027273,-0.842236,62.027273,3.346554,62.027273,1.252159
LINE48,0.000000,4.184559,0.000000,3.664210,0.000000,3.891985
LINE49,0.000000,3.902059,0.000000,3.811399,0.000000,1.520479
LINE50,0.291716,-0.843614,0.291716,3.345176,0.291716,1.250781
LINE51,2.784944,-0.843319,2.784944,3.345472,2.784944,1.251076
LINE52,62.027273,-0.842236,62.027273,3.346554,62.027273,1.252159
LINE53,0.000000,3.781342,0.000000,-0.486960,0.000000,1.332494
LINE54,0.000000,4.229936,0.000000,4.055041,0.000000,3.914736
LINE55,0.000000,3.835491,0.000000,3.727387,0.000000,1.413825
LINE56,0.291716,-0.843614,0.291716,3.345176,0.291716,1.250781
LINE57,2.784944,-0.843319,2.784944,3.345472,2.784944,1.251076
LINE58,62.027273,-0.842236,62.027273,3.346554,62.027273,1.252159
LINE59,0.000000,3.385422,0.000000,0.166386,0.000000,1.188495
LINE60,0.000000,4.569126,0.000000,3.753197,0.000000,3.633051
LINE61,0.000000,4.409157,0.000000,3.811399,0.000000,1.504872
LINE62,0.291716,-0.843614,0.291716,3.345176,0.291716,1.250781
LINE63,2.784944,-0.843319,2.784944,3.345472,2.784944,1.251076
LINE64,61.604418,-0.842230,61.604418,3.346560,61.604418,1.252165
LINE65,0.422855,-0.842999,0.422855,3.345791,0.422855,1.251396
LINE66,0.000000,3.490384,0.000000,-0.439703,0.000000,1.610393
LINE67,0.000000,4.529932,0.000000,3.865171,0.000000,3.670578
LINE68,0.000000,3.902059,0.000000,3.657080,0.000000,1.551073
LINE69,0.291716,-0.843614,0.291716,3.345176,0.291716,1.250781
LINE70,2.784944,-0.843319,2.784944,3.345472,2.784944,1.251076
LINE71,61.604418,-0.842230,61.604418,3.346560,61.604418,1.252165
LINE72,0.061850,-0.843000,0.061850,3.345790,0.061850,1.251395
LINE73,0.361005,-0.842999,0.361005,3.345792,0.361005,1.251396
LINE74,0.000000,3.683361,0.000000,-1.183210,0.000000,1.664908
LINE75,0.000000,4.354794,0.000000,3.919494,0.000000,3.947543
LINE76,0.000000,4.023411,0.000000,3.580308,0.000000,1.547968
LINE77,2.784944,-0.843319,2.784944,3.345472,2.784944,1.251076
LINE78,61.604418,-0.842230,61.604418,3.346560,61.604418,1.252165
