# Output_case1_3p\output_current_1.csv run at 2000-01-01 00:01:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,0.137472,-0.317508,0.137472,3.871283,0.137472,1.776888
TR1,0.137472,-0.317508,0.137472,3.871283,0.137472,1.776888
LINE1,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE2,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE3,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE4,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE5,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE6,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE7,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE8,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE9,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE10,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE11,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE12,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE13,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE14,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE15,0.000000,2.558061,0.000000,3.718948,0.000000,1.575347
LINE16,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE17,0.000000,2.871682,0.000000,3.580308,0.000000,1.578232
LINE18,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE19,0.000000,2.794910,0.000000,3.902059,0.000000,1.574008
LINE20,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE21,0.000000,3.116661,0.000000,3.438411,0.000000,1.574332
LINE22,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE23,0.000000,3.281809,0.000000,3.675260,0.000000,1.568192
LINE24,3.635085,-0.841106,3.635085,3.347684,3.635085,1.253289
LINE25,0.000000,3.902059,0.000000,3.849476,0.000000,1.568451
LINE26,0.230482,-0.841252,0.230482,3.347538,0.230482,1.253143
LINE27,3.404603,-0.841096,3.404603,3.347694,3.404603,1.253299
LINE28,0.000000,4.687457,0.000000,3.657080,0.000000,1.567730
LINE29,0.045094,-0.841253,0.045094,3.347537,0.045094,1.253142
LINE30,0.185388,-0.841252,0.185388,3.347539,0.185388,1.253143
LINE31,3.404603,-0.841096,3.404603,3.347694,3.404603,1.253299
LINE32,0.000000,-1.443079,0.000000,3.606618,0.000000,1.572610
LINE33,0.045094,-0.841253,0.045094,3.347537,0.045094,1.253142
LINE34,0.185388,-0.841252,0.185388,3.347539,0.185388,1.253143
LINE35,0.141564,-0.841223,0.141564,3.347567,0.141564,1.253172
LINE36,3.263039,-0.841091,3.263039,3.347699,3.263039,1.253304
LINE37,0.000000,-1.430580,0.000000,3.675260,0.000000,1.570854
LINE38,0.185388,-0.841252,0.185388,3.347539,0.185388,1.253143
LINE39,0.070156,-0.841223,0.070156,3.347567,0.070156,1.253172
LINE40,0.071409,-0.841223,0.071409,3.347567,0.071409,1.253172
LINE41,3.263039,-0.841091,3.263039,3.347699,3.263039,1.253304
LINE42,0.000000,-0.475459,0.000000,0.281909,0.000000,-1.549579
LINE43,0.000000,4.099454,0.000000,3.361639,0.000000,1.566561
LINE44,0.185388,-0.841252,0.185388,3.347539,0.185388,1.253143
LINE45,0.070156,-0.841223,0.070156,3.347567,0.070156,1.253172
LINE46,0.071409,-0.841223,0.071409,3.347567,0.071409,1.253172
LINE47,3.263039,-0.841091,3.263039,3.347699,3.263039,1.253304
LINE48,0.000000,-0.694128,0.000000,0.488350,0.000000,4.710602
LINE49,0.000000,3.580308,0.000000,3.438411,0.000000,1.564138
LINE50,0.185388,-0.841252,0.185388,3.347539,0.185388,1.253143
LINE51,0.070156,-0.841223,0.070156,3.347567,0.070156,1.253172
LINE52,3.263039,-0.841091,3.263039,3.347699,3.263039,1.253304
LINE53,0.000000,2.882851,0.000000,1.692970,0.000000,-1.567958
LINE54,0.000000,-0.230480,0.000000,0.502335,0.000000,4.703490
LINE55,0.000000,3.116661,0.000000,3.644735,0.000000,1.567401
LINE56,0.185388,-0.841252,0.185388,3.347539,0.185388,1.253143
LINE57,0.070156,-0.841223,0.070156,3.347567,0.070156,1.253172
LINE58,3.263039,-0.841091,3.263039,3.347699,3.263039,1.253304
LINE59,0.000000,1.477204,0.000000,1.477204,0.000000,4.679391
LINE60,0.000000,-0.552231,0.000000,0.696815,0.000000,4.704826
LINE61,0.000000,3.116661,0.000000,3.438411,0.000000,1.566095
LINE62,0.185388,-0.841252,0.185388,3.347539,0.185388,1.253143
LINE63,0.070156,-0.841223,0.070156,3.347567,0.070156,1.253172
LINE64,3.086358,-0.841086,3.086358,3.347704,3.086358,1.253309
LINE65,0.176681,-0.841173,0.176681,3.347617,0.176681,1.253222
LINE66,0.000000,1.477204,0.000000,1.232225,0.000000,-1.566890
LINE67,0.000000,-0.694128,0.000000,0.554918,0.000000,4.656748
LINE68,0.000000,3.116661,0.000000,3.644735,0.000000,1.569515
LINE69,0.185388,-0.841252,0.185388,3.347539,0.185388,1.253143
LINE70,0.070156,-0.841223,0.070156,3.347567,0.070156,1.253172
LINE71,3.086358,-0.841086,3.086358,3.347704,3.086358,1.253309
LINE72,0.061400,-0.841174,0.061400,3.347617,0.061400,1.253222
