# Output_case1_3p\output_voltage_566.csv run at 2000-01-01 09:26:00 EST on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
SourceBus,6668.395609,0.000000,6668.395609,4.188790,6668.395609,2.094395
Bus1,251.829259,-0.526521,251.829259,3.662269,251.829259,1.567874
Bus2,251.769092,-0.526468,251.769092,3.662322,251.769092,1.567927
Bus3,251.762784,-0.526462,251.762784,3.662328,251.762784,1.567933
Bus4,251.756875,-0.526457,251.756875,3.662333,251.756875,1.567938
Bus5,251.751723,-0.526452,251.751723,3.662338,251.751723,1.567943
Bus6,251.743607,-0.526445,251.743607,3.662345,251.743607,1.567950
Bus7,251.190946,-0.525954,251.190946,3.662836,251.190946,1.568441
Bus8,251.166194,-0.525932,251.166194,3.662858,251.166194,1.568463
Bus9,251.145593,-0.525914,251.145593,3.662877,251.145593,1.568482
Bus10,251.127514,-0.525897,251.127514,3.662893,251.127514,1.568498
Bus11,251.114024,-0.525885,251.114024,3.662905,251.114024,1.568510
Bus12,251.101360,-0.525874,251.101360,3.662916,251.101360,1.568521
Bus13,251.093573,-0.525867,251.093573,3.662923,251.093573,1.568528
Bus14,251.074186,-0.525850,251.074186,3.662940,251.074186,1.568545
Bus15,250.917141,-0.525710,250.917141,3.663080,250.917141,1.568685
Bus16,250.917141,-0.525710,250.917141,3.663080,250.917141,1.568685
Bus17,250.726705,-0.525540,250.726705,3.663251,250.726705,1.568855
Bus18,250.917141,-0.525710,250.917141,3.663080,250.917141,1.568685
Bus19,250.713602,-0.525528,250.713602,3.663262,250.713602,1.568867
Bus20,250.917141,-0.525710,250.917141,3.663080,250.917141,1.568685
Bus21,250.698889,-0.525515,250.698889,3.663275,250.698889,1.568880
Bus22,250.917141,-0.525710,250.917141,3.663080,250.917141,1.568685
Bus23,250.674933,-0.525493,250.674933,3.663297,250.674933,1.568902
Bus24,250.917141,-0.525710,250.917141,3.663080,250.917141,1.568685
Bus25,250.631352,-0.525454,250.631352,3.663336,250.631352,1.568941
Bus26,250.917141,-0.525710,250.917141,3.663080,250.917141,1.568685
Bus27,250.624541,-0.525448,250.624541,3.663343,250.624541,1.568947
Bus28,250.093182,-0.524972,250.093182,3.663818,250.093182,1.569423
Bus29,250.917141,-0.525710,250.917141,3.663080,250.917141,1.568685
Bus30,250.623204,-0.525446,250.623204,3.663344,250.623204,1.568949
Bus31,250.624014,-0.525447,250.624014,3.663343,250.624014,1.568948
Bus32,249.949922,-0.524843,249.949922,3.663947,249.949922,1.569552
Bus33,250.917141,-0.525710,250.917141,3.663080,250.917141,1.568685
Bus34,250.620145,-0.525443,250.620145,3.663347,250.620145,1.568952
Bus35,250.623997,-0.525447,250.623997,3.663343,250.623997,1.568948
Bus36,249.908750,-0.524802,249.908750,3.663988,249.908750,1.569593
Bus37,249.556510,-0.524489,249.556510,3.664301,249.556510,1.569906
Bus38,250.917141,-0.525710,250.917141,3.663080,250.917141,1.568685
