# Output_case1_3p\output_current_1440.csv run at 2000-01-02 00:00:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,0.440030,-0.317349,0.440030,3.871441,0.440030,1.777046
TR1,0.440030,-0.317349,0.440030,3.871441,0.440030,1.777046
LINE1,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE2,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE3,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE4,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE5,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE6,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE7,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE8,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE9,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE10,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE11,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE12,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE13,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE14,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE15,0.000000,4.687457,0.000000,3.603560,0.000000,3.116661
LINE16,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE17,0.000000,4.012716,0.000000,3.727387,0.000000,-1.533796
LINE18,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE19,0.000000,3.475431,0.000000,3.727387,0.000000,-1.543530
LINE20,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE21,0.000000,3.497167,0.000000,3.835491,0.000000,-0.024932
LINE22,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE23,0.000000,4.099454,0.000000,3.902059,0.000000,-1.528933
LINE24,11.635408,-0.840948,11.635408,3.347843,11.635408,1.253448
LINE25,0.000000,4.687457,0.000000,3.791402,0.000000,-1.490648
LINE26,0.480099,-0.841459,0.480099,3.347331,0.480099,1.252936
LINE27,11.155309,-0.840926,11.155309,3.347865,11.155309,1.253470
LINE28,0.000000,-1.398333,0.000000,3.511452,0.000000,-1.519218
LINE29,0.045126,-0.841461,0.045126,3.347329,0.045126,1.252934
LINE30,0.434973,-0.841458,0.434973,3.347332,0.434973,1.252937
LINE31,11.155309,-0.840926,11.155309,3.347865,11.155309,1.253470
LINE32,0.000000,-1.335126,0.000000,3.534885,0.000000,4.689085
LINE33,0.045126,-0.841461,0.045126,3.347329,0.045126,1.252934
LINE34,0.434973,-0.841458,0.434973,3.347332,0.434973,1.252937
LINE35,0.141707,-0.841364,0.141707,3.347426,0.141707,1.253031
LINE36,11.013601,-0.840920,11.013601,3.347870,11.013601,1.253475
LINE37,0.000000,-1.384635,0.000000,3.580308,0.000000,4.684527
LINE38,0.434973,-0.841458,0.434973,3.347332,0.434973,1.252937
LINE39,0.070227,-0.841364,0.070227,3.347426,0.070227,1.253031
LINE40,0.071481,-0.841364,0.071481,3.347426,0.071481,1.253031
LINE41,11.013601,-0.840920,11.013601,3.347870,11.013601,1.253475
LINE42,0.000000,2.666134,0.000000,1.142920,0.000000,2.553252
LINE43,0.000000,4.687457,0.000000,3.580308,0.000000,-1.519218
LINE44,0.434973,-0.841458,0.434973,3.347332,0.434973,1.252937
LINE45,0.070227,-0.841364,0.070227,3.347426,0.070227,1.253031
LINE46,0.071481,-0.841364,0.071481,3.347426,0.071481,1.253031
LINE47,11.013601,-0.840920,11.013601,3.347870,11.013601,1.253475
LINE48,0.000000,2.552342,0.000000,1.121647,0.000000,3.322751
LINE49,0.000000,4.687457,0.000000,3.438411,0.000000,-0.024932
LINE50,0.434973,-0.841458,0.434973,3.347332,0.434973,1.252937
LINE51,0.070227,-0.841364,0.070227,3.347426,0.070227,1.253031
LINE52,11.013601,-0.840920,11.013601,3.347870,11.013601,1.253475
LINE53,0.000000,1.775703,0.000000,1.346800,0.000000,-1.542104
LINE54,0.000000,2.589362,0.000000,0.922092,0.000000,2.353601
LINE55,0.000000,4.687457,0.000000,3.241016,0.000000,1.481987
LINE56,0.434973,-0.841458,0.434973,3.347332,0.434973,1.252937
LINE57,0.070227,-0.841364,0.070227,3.347426,0.070227,1.253031
LINE58,11.013601,-0.840920,11.013601,3.347870,11.013601,1.253475
LINE59,0.000000,3.048000,0.000000,1.198904,0.000000,-1.558011
LINE60,0.000000,2.666134,0.000000,0.752313,0.000000,2.911112
LINE61,0.000000,4.554906,0.000000,3.187968,0.000000,1.400893
LINE62,0.434973,-0.841458,0.434973,3.347332,0.434973,1.252937
LINE63,0.070227,-0.841364,0.070227,3.347426,0.070227,1.253031
LINE64,10.363516,-0.840903,10.363516,3.347887,10.363516,1.253492
LINE65,0.650086,-0.841192,0.650086,3.347598,0.650086,1.253203
LINE66,0.000000,2.584352,0.000000,0.691805,0.000000,4.695630
LINE67,0.000000,2.447465,0.000000,0.752313,0.000000,2.574973
LINE68,0.000000,4.534808,0.000000,3.302009,0.000000,1.427764
LINE69,0.434973,-0.841458,0.434973,3.347332,0.434973,1.252937
LINE70,0.070227,-0.841364,0.070227,3.347426,0.070227,1.253031
LINE71,10.363516,-0.840903,10.363516,3.347887,10.363516,1.253492
LINE72,0.061494,-0.841194,0.061494,3.347596,0.061494,1.253201
LINE73,0.588592,-0.841192,0.588592,3.347598,0.588592,1.253203
LINE74,0.000000,2.829331,0.000000,0.434482,0.000000,4.694423
LINE75,0.000000,2.377404,0.000000,0.922092,0.000000,3.085436
LINE76,0.000000,4.557054,0.000000,3.255300,0.000000,-0.024932
LINE77,0.070227,-0.841364,0.070227,3.347426,0.070227,1.253031
LINE78,10.363516,-0.840903,10.363516,3.347887,10.363516,1.253492
LINE79,0.000000,2.584352,0.000000,0.228158,0.000000,4.685531
LINE80,0.000000,2.417171,0.000000,0.836150,0.000000,3.429928
LINE81,0.000000,4.561544,0.000000,3.216329,0.000000,1.081046
LINE82,0.070227,-0.841364,0.070227,3.347426,0.070227,1.253031
LINE83,10.363516,-0.840903,10.363516,3.347887,10.363516,1.253492
LINE84,0.000000,1.477204,0.000000,-0.093593,0.000000,-0.093593
LINE85,0.000000,2.402382,0.000000,0.819299,0.000000,3.398320
LINE86,0.000000,4.646663,0.000000,3.219241,0.000000,1.411906
LINE87,10.363516,-0.840903,10.363516,3.347887,10.363516,1.253492
LINE88,0.000000,0.000000,0.000000,0.000000,0.000000,3.048000
