# Output_case1_3p\output_voltage_1.csv run at 2000-01-01 00:01:00 EST on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
SourceBus,6668.395609,0.000000,6668.395609,4.188790,6668.395609,2.094395
Bus1,252.167923,-0.523750,252.167923,3.665040,252.167923,1.570645
Bus2,252.164800,-0.523747,252.164800,3.665043,252.164800,1.570648
Bus3,252.164472,-0.523747,252.164472,3.665043,252.164472,1.570648
Bus4,252.164166,-0.523747,252.164166,3.665043,252.164166,1.570648
Bus5,252.163898,-0.523747,252.163898,3.665044,252.163898,1.570648
Bus6,252.163477,-0.523746,252.163477,3.665044,252.163477,1.570649
Bus7,252.134787,-0.523720,252.134787,3.665070,252.134787,1.570675
Bus8,252.133502,-0.523719,252.133502,3.665071,252.133502,1.570676
Bus9,252.132432,-0.523718,252.132432,3.665072,252.132432,1.570677
Bus10,252.131494,-0.523717,252.131494,3.665073,252.131494,1.570678
Bus11,252.130794,-0.523717,252.130794,3.665073,252.130794,1.570678
Bus12,252.130136,-0.523716,252.130136,3.665074,252.130136,1.570679
Bus13,252.129732,-0.523716,252.129732,3.665074,252.129732,1.570679
Bus14,252.128725,-0.523715,252.128725,3.665075,252.128725,1.570680
Bus15,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus16,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus17,252.110685,-0.523699,252.110685,3.665092,252.110685,1.570696
Bus18,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus19,252.110004,-0.523698,252.110004,3.665092,252.110004,1.570697
Bus20,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus21,252.109241,-0.523697,252.109241,3.665093,252.109241,1.570698
Bus22,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus23,252.107997,-0.523696,252.107997,3.665094,252.107997,1.570699
Bus24,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus25,252.105734,-0.523694,252.105734,3.665096,252.105734,1.570701
Bus26,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus27,252.104188,-0.523693,252.104188,3.665098,252.104188,1.570702
Bus28,252.079177,-0.523670,252.079177,3.665120,252.079177,1.570725
Bus29,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus30,252.104105,-0.523693,252.104105,3.665098,252.104105,1.570703
Bus31,252.103855,-0.523692,252.103855,3.665098,252.103855,1.570703
Bus32,252.072107,-0.523664,252.072107,3.665126,252.072107,1.570731
Bus33,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus34,252.103914,-0.523692,252.103914,3.665098,252.103914,1.570703
Bus35,252.103843,-0.523692,252.103843,3.665098,252.103843,1.570703
Bus36,252.071186,-0.523663,252.071186,3.665127,252.071186,1.570732
Bus37,252.051618,-0.523645,252.051618,3.665145,252.051618,1.570750
Bus38,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus39,252.103827,-0.523692,252.103827,3.665098,252.103827,1.570703
Bus40,252.071154,-0.523663,252.071154,3.665127,252.071154,1.570732
Bus41,252.071040,-0.523663,252.071040,3.665127,252.071040,1.570732
Bus42,252.037401,-0.523632,252.037401,3.665158,252.037401,1.570763
Bus43,252.051618,-0.523645,252.051618,3.665145,252.051618,1.570750
Bus44,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus45,252.103806,-0.523692,252.103806,3.665098,252.103806,1.570703
Bus46,252.071140,-0.523663,252.071140,3.665127,252.071140,1.570732
Bus47,252.070687,-0.523662,252.070687,3.665128,252.070687,1.570733
Bus48,252.026657,-0.523623,252.026657,3.665167,252.026657,1.570772
Bus49,252.051618,-0.523645,252.051618,3.665145,252.051618,1.570750
Bus50,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus51,252.103755,-0.523692,252.103755,3.665098,252.103755,1.570703
Bus52,252.071125,-0.523663,252.071125,3.665127,252.071125,1.570732
Bus53,252.025108,-0.523621,252.025108,3.665169,252.025108,1.570774
Bus54,252.026657,-0.523623,252.026657,3.665167,252.026657,1.570772
Bus55,252.051618,-0.523645,252.051618,3.665145,252.051618,1.570750
Bus56,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus57,252.103712,-0.523692,252.103712,3.665098,252.103712,1.570703
Bus58,252.071110,-0.523663,252.071110,3.665127,252.071110,1.570732
Bus59,252.018091,-0.523615,252.018091,3.665175,252.018091,1.570780
Bus60,252.026657,-0.523623,252.026657,3.665167,252.026657,1.570772
Bus61,252.051618,-0.523645,252.051618,3.665145,252.051618,1.570750
Bus62,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus63,252.103504,-0.523692,252.103504,3.665098,252.103504,1.570703
Bus64,252.071102,-0.523663,252.071102,3.665127,252.071102,1.570732
Bus65,252.016742,-0.523614,252.016742,3.665176,252.016742,1.570781
Bus66,252.016434,-0.523613,252.016434,3.665177,252.016434,1.570782
Bus67,252.026657,-0.523623,252.026657,3.665167,252.026657,1.570772
Bus68,252.051618,-0.523645,252.051618,3.665145,252.051618,1.570750
Bus69,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus70,252.102767,-0.523691,252.102767,3.665099,252.102767,1.570704
Bus71,252.071084,-0.523663,252.071084,3.665127,252.071084,1.570732
Bus72,252.000801,-0.523599,252.000801,3.665191,252.000801,1.570796
Bus73,252.016153,-0.523613,252.016153,3.665177,252.016153,1.570782
Bus74,252.015906,-0.523613,252.015906,3.665177,252.015906,1.570782
Bus75,252.026657,-0.523623,252.026657,3.665167,252.026657,1.570772
Bus76,252.051618,-0.523645,252.051618,3.665145,252.051618,1.570750
Bus77,252.120572,-0.523708,252.120572,3.665083,252.120572,1.570688
Bus78,252.070998,-0.523663,252.070998,3.665127,252.070998,1.570732
Bus79,251.995245,-0.523594,251.995245,3.665196,251.995245,1.570801
