# file...... Output_case1_3p\Load53_voltage.csv
# date...... Thu Feb 18 14:31:07 2016
# user...... Gregorio
# host...... (null)
# target.... load 1024
# trigger... (none)
# interval.. 0
# limit..... 0
# timestamp,voltage_B
2000-01-01 00:01:00 EST,+251.988-150.003d
2000-01-01 00:02:00 EST,+251.988-150.003d
2000-01-01 00:03:00 EST,+251.96-150.004d
2000-01-01 00:04:00 EST,+251.937-150.004d
2000-01-01 00:05:00 EST,+251.908-150.005d
2000-01-01 00:06:00 EST,+251.903-150.005d
2000-01-01 00:07:00 EST,+251.89-150.005d
2000-01-01 00:08:00 EST,+251.874-150.005d
2000-01-01 00:09:00 EST,+251.865-150.005d
2000-01-01 00:10:00 EST,+251.637-150.007d
2000-01-01 00:11:00 EST,+251.847-150.005d
2000-01-01 00:12:00 EST,+251.837-150.005d
2000-01-01 00:13:00 EST,+251.842-150.005d
2000-01-01 00:14:00 EST,+251.833-150.005d
2000-01-01 00:15:00 EST,+251.837-150.005d
2000-01-01 00:16:00 EST,+251.835-150.006d
2000-01-01 00:17:00 EST,+251.758-150.009d
2000-01-01 00:18:00 EST,+251.758-150.009d
2000-01-01 00:19:00 EST,+251.762-150.009d
2000-01-01 00:20:00 EST,+251.839-150.006d
2000-01-01 00:21:00 EST,+251.839-150.006d
2000-01-01 00:22:00 EST,+251.838-150.006d
2000-01-01 00:23:00 EST,+251.837-150.006d
2000-01-01 00:24:00 EST,+251.818-150.006d
2000-01-01 00:25:00 EST,+251.827-150.006d
2000-01-01 00:26:00 EST,+251.82-150.006d
2000-01-01 00:27:00 EST,+251.819-150.006d
2000-01-01 00:28:00 EST,+251.819-150.006d
2000-01-01 00:29:00 EST,+251.795-150.007d
2000-01-01 00:30:00 EST,+251.774-150.007d
2000-01-01 00:31:00 EST,+251.806-150.006d
2000-01-01 00:32:00 EST,+251.809-150.006d
2000-01-01 00:33:00 EST,+251.813-150.006d
2000-01-01 00:34:00 EST,+251.812-150.007d
2000-01-01 00:35:00 EST,+251.814-150.006d
2000-01-01 00:36:00 EST,+251.801-150.007d
2000-01-01 00:37:00 EST,+251.794-150.007d
2000-01-01 00:38:00 EST,+251.798-150.007d
2000-01-01 00:39:00 EST,+251.79-150.007d
2000-01-01 00:40:00 EST,+251.793-150.007d
2000-01-01 00:41:00 EST,+251.773-150.007d
2000-01-01 00:42:00 EST,+251.764-150.007d
2000-01-01 00:43:00 EST,+251.757-150.007d
2000-01-01 00:44:00 EST,+251.737-150.007d
2000-01-01 00:45:00 EST,+251.733-150.007d
2000-01-01 00:46:00 EST,+251.758-150.007d
2000-01-01 00:47:00 EST,+251.777-150.007d
2000-01-01 00:48:00 EST,+251.753-150.007d
2000-01-01 00:49:00 EST,+251.751-150.007d
2000-01-01 00:50:00 EST,+251.709-150.008d
2000-01-01 00:51:00 EST,+251.707-150.008d
2000-01-01 00:52:00 EST,+251.699-150.008d
2000-01-01 00:53:00 EST,+251.694-150.008d
2000-01-01 00:54:00 EST,+251.43-150.007d
