# file...... Output_case1_3p\output_power.csv
# date...... Mon Feb 29 14:02:45 2016
# user...... Gregorio
# host...... (null)
# target.... transformer 1031
# trigger... (none)
# interval.. 0
# limit..... 0
# timestamp,power_out.real,power_out.imag,power_out_A.real,power_out_A.imag,power_out_B.real,power_out_B.imag,power_out_C.real,power_out_C.imag
2000-01-01 00:01:00 EST,+2612.63,+858.139,+870.878,+286.046,+870.878,+286.046,+870.878,+286.046
2000-01-01 00:02:00 EST,+2618.95,+860.211,+872.983,+286.737,+872.983,+286.737,+872.983,+286.737
2000-01-01 00:03:00 EST,+2932.01,+962.941,+977.335,+320.98,+977.335,+320.98,+977.335,+320.98
2000-01-01 00:04:00 EST,+3295.62,+1082.25,+1098.54,+360.749,+1098.54,+360.749,+1098.54,+360.749
2000-01-01 00:05:00 EST,+3658.43,+1201.27,+1219.48,+400.424,+1219.48,+400.424,+1219.48,+400.424
2000-01-01 00:06:00 EST,+3746.94,+1230.29,+1248.98,+410.098,+1248.98,+410.098,+1248.98,+410.098
2000-01-01 00:07:00 EST,+3875.23,+1272.35,+1291.74,+424.118,+1291.74,+424.118,+1291.74,+424.118
2000-01-01 00:08:00 EST,+4063.09,+1333.95,+1354.36,+444.651,+1354.36,+444.651,+1354.36,+444.651
2000-01-01 00:09:00 EST,+4200.37,+1378.97,+1400.12,+459.656,+1400.12,+459.656,+1400.12,+459.656
2000-01-01 00:10:00 EST,+6262.32,+2053.96,+2087.44,+684.653,+2087.44,+684.653,+2087.44,+684.653
2000-01-01 00:11:00 EST,+4292,+1408.93,+1430.67,+469.642,+1430.67,+469.642,+1430.67,+469.642
2000-01-01 00:12:00 EST,+4468.06,+1466.67,+1489.35,+488.888,+1489.35,+488.888,+1489.35,+488.888
2000-01-01 00:13:00 EST,+4413.82,+1448.89,+1471.27,+482.963,+1471.27,+482.963,+1471.27,+482.963
2000-01-01 00:14:00 EST,+4526.79,+1485.92,+1508.93,+495.306,+1508.93,+495.306,+1508.93,+495.306
2000-01-01 00:15:00 EST,+4472.57,+1468.15,+1490.86,+489.382,+1490.86,+489.382,+1490.86,+489.382
2000-01-01 00:16:00 EST,+4541.12,+1490.64,+1513.71,+496.88,+1513.71,+496.88,+1513.71,+496.88
2000-01-01 00:17:00 EST,+6433.11,+2111.18,+2144.37,+703.728,+2144.37,+703.728,+2144.37,+703.728
2000-01-01 00:18:00 EST,+6433.11,+2111.18,+2144.37,+703.728,+2144.37,+703.728,+2144.37,+703.728
2000-01-01 00:19:00 EST,+6374.32,+2091.93,+2124.77,+697.309,+2124.77,+697.309,+2124.77,+697.309
2000-01-01 00:20:00 EST,+4500.42,+1477.31,+1500.14,+492.436,+1500.14,+492.436,+1500.14,+492.436
2000-01-01 00:21:00 EST,+4500.42,+1477.31,+1500.14,+492.436,+1500.14,+492.436,+1500.14,+492.436
2000-01-01 00:22:00 EST,+4512.17,+1481.16,+1504.06,+493.719,+1504.06,+493.719,+1504.06,+493.719
2000-01-01 00:23:00 EST,+4527.5,+1486.19,+1509.17,+495.396,+1509.17,+495.396,+1509.17,+495.396
2000-01-01 00:24:00 EST,+4814.82,+1580.37,+1604.94,+526.791,+1604.94,+526.791,+1604.94,+526.791
2000-01-01 00:25:00 EST,+4919.13,+1614.67,+1639.71,+538.222,+1639.71,+538.222,+1639.71,+538.222
2000-01-01 00:26:00 EST,+4995.17,+1639.56,+1665.06,+546.52,+1665.06,+546.52,+1665.06,+546.52
2000-01-01 00:27:00 EST,+4937.53,+1620.63,+1645.84,+540.21,+1645.84,+540.21,+1645.84,+540.21
2000-01-01 00:28:00 EST,+4937.53,+1620.63,+1645.84,+540.21,+1645.84,+540.21,+1645.84,+540.21
2000-01-01 00:29:00 EST,+5225.72,+1715.11,+1741.91,+571.702,+1741.91,+571.702,+1741.91,+571.702
2000-01-01 00:30:00 EST,+5427.41,+1781.18,+1809.14,+593.727,+1809.14,+593.727,+1809.14,+593.727
2000-01-01 00:31:00 EST,+5070.94,+1664.43,+1690.31,+554.81,+1690.31,+554.81,+1690.31,+554.81
2000-01-01 00:32:00 EST,+5016.76,+1646.66,+1672.25,+548.888,+1672.25,+548.888,+1672.25,+548.888
2000-01-01 00:33:00 EST,+5008.59,+1643.99,+1669.53,+547.998,+1669.53,+547.998,+1669.53,+547.998
2000-01-01 00:34:00 EST,+5040.17,+1654.35,+1680.06,+551.452,+1680.06,+551.452,+1680.06,+551.452
2000-01-01 00:35:00 EST,+5004.05,+1642.51,+1668.02,+547.504,+1668.02,+547.504,+1668.02,+547.504
2000-01-01 00:36:00 EST,+5152.29,+1691.09,+1717.43,+563.697,+1717.43,+563.697,+1717.43,+563.697
2000-01-01 00:37:00 EST,+5296.79,+1738.47,+1765.6,+579.49,+1765.6,+579.49,+1765.6,+579.49
2000-01-01 00:38:00 EST,+5302.94,+1740.52,+1767.65,+580.174,+1767.65,+580.174,+1767.65,+580.174
2000-01-01 00:39:00 EST,+5357.23,+1758.3,+1785.74,+586.101,+1785.74,+586.101,+1785.74,+586.101
2000-01-01 00:40:00 EST,+5273.1,+1730.75,+1757.7,+576.918,+1757.7,+576.918,+1757.7,+576.918
2000-01-01 00:41:00 EST,+5395.34,+1770.77,+1798.45,+590.257,+1798.45,+590.257,+1798.45,+590.257
2000-01-01 00:42:00 EST,+5570.58,+1828.22,+1856.86,+609.407,+1856.86,+609.407,+1856.86,+609.407
2000-01-01 00:43:00 EST,+5618.66,+1843.94,+1872.89,+614.648,+1872.89,+614.648,+1872.89,+614.648
2000-01-01 00:44:00 EST,+5814.96,+1908.24,+1938.32,+636.08,+1938.32,+636.08,+1938.32,+636.08
2000-01-01 00:45:00 EST,+5964.8,+1957.38,+1988.27,+652.46,+1988.27,+652.46,+1988.27,+652.46
2000-01-01 00:46:00 EST,+5695.15,+1869.08,+1898.38,+623.025,+1898.38,+623.025,+1898.38,+623.025
2000-01-01 00:47:00 EST,+5499.9,+1805.09,+1833.3,+601.697,+1833.3,+601.697,+1833.3,+601.697
2000-01-01 00:48:00 EST,+5631.14,+1848.06,+1877.05,+616.021,+1877.05,+616.021,+1877.05,+616.021
2000-01-01 00:49:00 EST,+5789.71,+1900.14,+1929.9,+633.38,+1929.9,+633.38,+1929.9,+633.38
2000-01-01 00:50:00 EST,+6243.95,+2048.9,+2081.32,+682.966,+2081.32,+682.966,+2081.32,+682.966
2000-01-01 00:51:00 EST,+6258.48,+2053.65,+2086.16,+684.549,+2086.16,+684.549,+2086.16,+684.549
2000-01-01 00:52:00 EST,+6377.97,+2092.76,+2125.99,+697.588,+2125.99,+697.588,+2125.99,+697.588
2000-01-01 00:53:00 EST,+6378.15,+2092.79,+2126.05,+697.595,+2126.05,+697.595,+2126.05,+697.595
2000-01-01 00:54:00 EST,+8311.8,+2724.68,+2770.6,+908.226,+2770.6,+908.226,+2770.6,+908.226
2000-01-01 00:55:00 EST,+8448.35,+2769.23,+2816.12,+923.077,+2816.12,+923.077,+2816.12,+923.077
2000-01-01 00:56:00 EST,+9046.68,+2964.74,+3015.56,+988.247,+3015.56,+988.247,+3015.56,+988.247
2000-01-01 00:57:00 EST,+7186.98,+2357.49,+2395.66,+785.831,+2395.66,+785.831,+2395.66,+785.831
2000-01-01 00:58:00 EST,+7232.21,+2372.31,+2410.74,+790.769,+2410.74,+790.769,+2410.74,+790.769
2000-01-01 00:59:00 EST,+7678.91,+2518.46,+2559.64,+839.488,+2559.64,+839.488,+2559.64,+839.488
2000-01-01 01:00:00 EST,+7759.4,+2544.83,+2586.47,+848.276,+2586.47,+848.276,+2586.47,+848.276
2000-01-01 01:01:00 EST,+6357.55,+2085.63,+2119.18,+695.21,+2119.18,+695.21,+2119.18,+695.21
2000-01-01 01:02:00 EST,+6279.48,+2060.12,+2093.16,+686.706,+2093.16,+686.706,+2093.16,+686.706
2000-01-01 01:03:00 EST,+6068.57,+1991.07,+2022.86,+663.689,+2022.86,+663.689,+2022.86,+663.689
2000-01-01 01:04:00 EST,+6131.08,+2011.52,+2043.69,+670.507,+2043.69,+670.507,+2043.69,+670.507
2000-01-01 01:05:00 EST,+6213.39,+2038.49,+2071.13,+679.495,+2071.13,+679.495,+2071.13,+679.495
2000-01-01 01:06:00 EST,+6053.22,+1986.03,+2017.74,+662.011,+2017.74,+662.011,+2017.74,+662.011
2000-01-01 01:07:00 EST,+5913.83,+1940.4,+1971.28,+646.8,+1971.28,+646.8,+1971.28,+646.8
2000-01-01 01:08:00 EST,+5722.69,+1877.84,+1907.56,+625.947,+1907.56,+625.947,+1907.56,+625.947
2000-01-01 01:09:00 EST,+5567.92,+1827.16,+1855.97,+609.053,+1855.97,+609.053,+1855.97,+609.053
2000-01-01 01:10:00 EST,+5303.71,+1740.63,+1767.9,+580.21,+1767.9,+580.21,+1767.9,+580.21
2000-01-01 01:11:00 EST,+5052.26,+1658.07,+1684.09,+552.69,+1684.09,+552.69,+1684.09,+552.69
2000-01-01 01:12:00 EST,+4903.87,+1609.47,+1634.62,+536.489,+1634.62,+536.489,+1634.62,+536.489
2000-01-01 01:13:00 EST,+5479.37,+1798.12,+1826.46,+599.374,+1826.46,+599.374,+1826.46,+599.374
2000-01-01 01:14:00 EST,+5531.65,+1815.28,+1843.88,+605.094,+1843.88,+605.094,+1843.88,+605.094
2000-01-01 01:15:00 EST,+5531.65,+1815.28,+1843.88,+605.094,+1843.88,+605.094,+1843.88,+605.094
2000-01-01 01:16:00 EST,+5509.93,+1808.18,+1836.64,+602.726,+1836.64,+602.726,+1836.64,+602.726
2000-01-01 01:17:00 EST,+5445.23,+1787.08,+1815.08,+595.693,+1815.08,+595.693,+1815.08,+595.693
2000-01-01 01:18:00 EST,+6000.61,+1968.99,+2000.2,+656.33,+2000.2,+656.33,+2000.2,+656.33
2000-01-01 01:19:00 EST,+5861.2,+1923.35,+1953.73,+641.116,+1953.73,+641.116,+1953.73,+641.116
2000-01-01 01:20:00 EST,+5984.94,+1963.91,+1994.98,+654.637,+1994.98,+654.637,+1994.98,+654.637
2000-01-01 01:21:00 EST,+6125.41,+2009.86,+2041.8,+669.954,+2041.8,+669.954,+2041.8,+669.954
2000-01-01 01:22:00 EST,+6101.19,+2001.89,+2033.73,+667.296,+2033.73,+667.296,+2033.73,+667.296
2000-01-01 01:23:00 EST,+6067.7,+1990.92,+2022.57,+663.64,+2022.57,+663.64,+2022.57,+663.64
2000-01-01 01:24:00 EST,+5923.79,+1943.8,+1974.6,+647.933,+1974.6,+647.933,+1974.6,+647.933
2000-01-01 01:25:00 EST,+5988.95,+1965.13,+1996.32,+655.044,+1996.32,+655.044,+1996.32,+655.044
2000-01-01 01:26:00 EST,+6081.49,+1995.39,+2027.16,+665.129,+2027.16,+665.129,+2027.16,+665.129
2000-01-01 01:27:00 EST,+5985.68,+1963.99,+1995.23,+654.663,+1995.23,+654.663,+1995.23,+654.663
2000-01-01 01:28:00 EST,+6126.9,+2010.23,+2042.3,+670.078,+2042.3,+670.078,+2042.3,+670.078
2000-01-01 01:29:00 EST,+6524.12,+2140.31,+2174.71,+713.437,+2174.71,+713.437,+2174.71,+713.437
2000-01-01 01:30:00 EST,+6524.12,+2140.31,+2174.71,+713.437,+2174.71,+713.437,+2174.71,+713.437
2000-01-01 01:31:00 EST,+6670.24,+2188.08,+2223.41,+729.359,+2223.41,+729.359,+2223.41,+729.359
2000-01-01 01:32:00 EST,+6754.82,+2215.68,+2251.61,+738.559,+2251.61,+738.559,+2251.61,+738.559
2000-01-01 01:33:00 EST,+6754.82,+2215.68,+2251.61,+738.559,+2251.61,+738.559,+2251.61,+738.559
2000-01-01 01:34:00 EST,+6700.46,+2197.89,+2233.49,+732.63,+2233.49,+732.63,+2233.49,+732.63
2000-01-01 01:35:00 EST,+6368.57,+2089.17,+2122.86,+696.388,+2122.86,+696.388,+2122.86,+696.388
2000-01-01 01:36:00 EST,+6269.2,+2056.59,+2089.73,+685.53,+2089.73,+685.53,+2089.73,+685.53
2000-01-01 01:37:00 EST,+6731.03,+2207.75,+2243.68,+735.916,+2243.68,+735.916,+2243.68,+735.916
