# Output_case1_3p\output_voltage_1440.csv run at 2000-01-02 00:00:00 EST on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
SourceBus,6668.395609,0.000000,6668.395609,4.188790,6668.395609,2.094395
Bus1,252.126892,-0.524083,252.126892,3.664707,252.126892,1.570312
Bus2,252.121203,-0.524080,252.121203,3.664711,252.121203,1.570316
Bus3,252.120607,-0.524079,252.120607,3.664711,252.120607,1.570316
Bus4,252.120048,-0.524079,252.120048,3.664711,252.120048,1.570316
Bus5,252.119561,-0.524078,252.119561,3.664712,252.119561,1.570317
Bus6,252.118794,-0.524078,252.118794,3.664712,252.118794,1.570317
Bus7,252.066536,-0.524045,252.066536,3.664746,252.066536,1.570350
Bus8,252.064196,-0.524043,252.064196,3.664747,252.064196,1.570352
Bus9,252.062248,-0.524042,252.062248,3.664748,252.062248,1.570353
Bus10,252.060538,-0.524041,252.060538,3.664749,252.060538,1.570354
Bus11,252.059263,-0.524040,252.059263,3.664750,252.059263,1.570355
Bus12,252.058065,-0.524039,252.058065,3.664751,252.058065,1.570356
Bus13,252.057329,-0.524039,252.057329,3.664751,252.057329,1.570356
Bus14,252.055495,-0.524038,252.055495,3.664753,252.055495,1.570358
Bus15,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus16,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus17,252.022636,-0.524017,252.022636,3.664774,252.022636,1.570378
Bus18,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus19,252.021397,-0.524016,252.021397,3.664774,252.021397,1.570379
Bus20,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus21,252.020005,-0.524015,252.020005,3.664775,252.020005,1.570380
Bus22,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus23,252.017740,-0.524014,252.017740,3.664777,252.017740,1.570382
Bus24,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus25,252.013618,-0.524011,252.013618,3.664779,252.013618,1.570384
Bus26,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus27,252.010444,-0.524008,252.010444,3.664782,252.010444,1.570387
Bus28,251.964105,-0.523979,251.964105,3.664811,251.964105,1.570416
Bus29,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus30,252.010362,-0.524008,252.010362,3.664783,252.010362,1.570387
Bus31,252.009672,-0.524007,252.009672,3.664783,252.009672,1.570388
Bus32,251.950923,-0.523971,251.950923,3.664819,251.950923,1.570424
Bus33,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus34,252.010174,-0.524008,252.010174,3.664783,252.010174,1.570388
Bus35,252.009646,-0.524007,252.009646,3.664783,252.009646,1.570388
Bus36,251.950015,-0.523970,251.950015,3.664820,251.950015,1.570425
Bus37,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus38,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus39,252.009609,-0.524007,252.009609,3.664783,252.009609,1.570388
Bus40,251.949983,-0.523970,251.949983,3.664820,251.949983,1.570425
Bus41,251.949870,-0.523970,251.949870,3.664820,251.949870,1.570425
Bus42,251.884267,-0.523928,251.884267,3.664862,251.884267,1.570467
Bus43,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus44,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus45,252.009561,-0.524007,252.009561,3.664783,252.009561,1.570388
Bus46,251.949969,-0.523970,251.949969,3.664820,251.949969,1.570425
Bus47,251.949523,-0.523969,251.949523,3.664821,251.949523,1.570426
Bus48,251.863633,-0.523915,251.863633,3.664875,251.863633,1.570480
Bus49,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus50,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus51,252.009443,-0.524007,252.009443,3.664783,252.009443,1.570388
Bus52,251.949954,-0.523970,251.949954,3.664820,251.949954,1.570425
Bus53,251.860658,-0.523913,251.860658,3.664877,251.860658,1.570482
Bus54,251.863633,-0.523915,251.863633,3.664875,251.863633,1.570480
Bus55,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus56,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus57,252.009343,-0.524007,252.009343,3.664784,252.009343,1.570388
Bus58,251.949940,-0.523970,251.949940,3.664820,251.949940,1.570425
Bus59,251.847182,-0.523905,251.847182,3.664886,251.847182,1.570491
Bus60,251.863633,-0.523915,251.863633,3.664875,251.863633,1.570480
Bus61,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus62,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus63,252.008861,-0.524006,252.008861,3.664784,252.008861,1.570389
Bus64,251.949931,-0.523970,251.949931,3.664820,251.949931,1.570425
Bus65,251.844604,-0.523903,251.844604,3.664887,251.844604,1.570492
Bus66,251.841175,-0.523899,251.841175,3.664892,251.841175,1.570496
Bus67,251.863633,-0.523915,251.863633,3.664875,251.863633,1.570480
Bus68,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus69,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus70,252.007158,-0.524005,252.007158,3.664786,252.007158,1.570391
Bus71,251.949915,-0.523970,251.949915,3.664820,251.949915,1.570425
Bus72,251.814148,-0.523883,251.814148,3.664907,251.814148,1.570512
Bus73,251.840897,-0.523898,251.840897,3.664892,251.840897,1.570497
Bus74,251.838516,-0.523896,251.838516,3.664894,251.838516,1.570499
Bus75,251.863633,-0.523915,251.863633,3.664875,251.863633,1.570480
Bus76,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus77,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus78,251.949829,-0.523970,251.949829,3.664820,251.949829,1.570425
Bus79,251.803532,-0.523877,251.803532,3.664914,251.803532,1.570518
Bus80,251.863633,-0.523915,251.863633,3.664875,251.863633,1.570480
Bus81,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus82,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus83,251.949508,-0.523969,251.949508,3.664821,251.949508,1.570426
Bus84,251.801215,-0.523875,251.801215,3.664915,251.801215,1.570520
Bus85,251.863633,-0.523915,251.863633,3.664875,251.863633,1.570480
Bus86,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus87,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus88,251.796517,-0.523872,251.796517,3.664918,251.796517,1.570523
Bus89,251.863633,-0.523915,251.863633,3.664875,251.863633,1.570480
Bus90,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus91,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus92,251.792087,-0.523869,251.792087,3.664921,251.792087,1.570526
Bus93,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus94,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus95,251.789512,-0.523868,251.789512,3.664923,251.789512,1.570527
Bus96,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus97,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus98,251.787811,-0.523867,251.787811,3.664924,251.787811,1.570528
Bus99,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus100,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus101,251.785463,-0.523865,251.785463,3.664925,251.785463,1.570530
Bus102,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus103,252.040645,-0.524028,252.040645,3.664762,252.040645,1.570367
Bus104,251.785445,-0.523865,251.785445,3.664925,251.785445,1.570530
Bus105,251.784000,-0.523864,251.784000,3.664926,251.784000,1.570531
Bus106,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus107,251.785424,-0.523865,251.785424,3.664925,251.785424,1.570530
Bus108,251.783170,-0.523864,251.783170,3.664927,251.783170,1.570531
Bus109,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus110,251.785399,-0.523865,251.785399,3.664925,251.785399,1.570530
Bus111,251.750435,-0.523843,251.750435,3.664947,251.750435,1.570552
Bus112,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus113,251.785361,-0.523865,251.785361,3.664925,251.785361,1.570530
Bus114,251.747156,-0.523841,251.747156,3.664950,251.747156,1.570554
Bus115,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus116,251.785312,-0.523865,251.785312,3.664925,251.785312,1.570530
Bus117,251.746893,-0.523841,251.746893,3.664949,251.746893,1.570554
Bus118,251.739382,-0.523839,251.739382,3.664951,251.739382,1.570556
Bus119,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus120,251.785277,-0.523865,251.785277,3.664925,251.785277,1.570530
Bus121,251.746893,-0.523841,251.746893,3.664949,251.746893,1.570554
Bus122,251.746765,-0.523841,251.746765,3.664949,251.746765,1.570554
Bus123,251.725362,-0.523836,251.725362,3.664955,251.725362,1.570559
Bus124,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus125,251.785227,-0.523865,251.785227,3.664925,251.785227,1.570530
Bus126,251.746893,-0.523841,251.746893,3.664949,251.746893,1.570554
Bus127,251.746163,-0.523842,251.746163,3.664948,251.746163,1.570553
Bus128,251.719058,-0.523834,251.719058,3.664956,251.719058,1.570561
Bus129,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus130,251.785174,-0.523866,251.785174,3.664925,251.785174,1.570530
Bus131,251.746893,-0.523841,251.746893,3.664949,251.746893,1.570554
Bus132,251.745889,-0.523842,251.745889,3.664949,251.745889,1.570553
Bus133,251.744503,-0.523844,251.744503,3.664946,251.744503,1.570551
Bus134,251.717182,-0.523834,251.717182,3.664956,251.717182,1.570561
Bus135,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus136,251.785123,-0.523866,251.785123,3.664925,251.785123,1.570530
Bus137,251.746893,-0.523841,251.746893,3.664949,251.746893,1.570554
Bus138,251.745866,-0.523842,251.745866,3.664949,251.745866,1.570553
Bus139,251.743268,-0.523846,251.743268,3.664944,251.743268,1.570549
Bus140,251.715065,-0.523833,251.715065,3.664957,251.715065,1.570562
Bus141,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus142,251.785040,-0.523866,251.785040,3.664925,251.785040,1.570529
Bus143,251.746893,-0.523841,251.746893,3.664949,251.746893,1.570554
Bus144,251.745843,-0.523842,251.745843,3.664949,251.745843,1.570553
Bus145,251.742442,-0.523847,251.742442,3.664943,251.742442,1.570548
Bus146,251.713073,-0.523833,251.713073,3.664957,251.713073,1.570562
Bus147,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus148,251.784645,-0.523866,251.784645,3.664924,251.784645,1.570529
Bus149,251.746893,-0.523841,251.746893,3.664949,251.746893,1.570554
Bus150,251.745824,-0.523842,251.745824,3.664949,251.745824,1.570553
Bus151,251.742130,-0.523847,251.742130,3.664943,251.742130,1.570548
Bus152,251.734604,-0.523839,251.734604,3.664951,251.734604,1.570556
Bus153,251.710750,-0.523832,251.710750,3.664958,251.710750,1.570563
Bus154,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus155,251.784559,-0.523866,251.784559,3.664924,251.784559,1.570529
Bus156,251.746893,-0.523841,251.746893,3.664949,251.746893,1.570554
Bus157,251.745796,-0.523842,251.745796,3.664949,251.745796,1.570553
Bus158,251.741304,-0.523849,251.741304,3.664942,251.741304,1.570546
Bus159,251.734127,-0.523839,251.734127,3.664951,251.734127,1.570556
Bus160,251.710081,-0.523832,251.710081,3.664958,251.710081,1.570563
Bus161,251.911573,-0.523946,251.911573,3.664844,251.911573,1.570449
Bus162,251.781095,-0.523863,251.781095,3.664927,251.781095,1.570532
Bus163,251.784380,-0.523867,251.784380,3.664924,251.784380,1.570529
Bus164,251.746893,-0.523841,251.746893,3.664949,251.746893,1.570554
Bus165,251.745762,-0.523842,251.745762,3.664949,251.745762,1.570554
Bus166,251.741018,-0.523849,251.741018,3.664941,251.741018,1.570546
Bus167,251.733691,-0.523839,251.733691,3.664952,251.733691,1.570557
