# Output_case2_3p\output_current_566.csv run at 2000-01-01 09:26:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,25.858079,-0.360767,20.949431,3.764295,22.520048,1.895108
TR1,25.858079,-0.360767,20.949431,3.764295,22.520048,1.895108
LINE1,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE2,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE3,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE4,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE5,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE6,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE7,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE8,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE9,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE10,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE11,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE12,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE13,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE14,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE15,0.000000,3.116661,0.000000,-0.457340,0.000000,-1.554886
LINE16,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE17,0.000000,3.016992,0.000000,-0.419723,0.000000,-1.568949
LINE18,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE19,0.000000,2.653013,0.000000,-0.135589,0.000000,-1.559286
LINE20,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE21,0.000000,2.653013,0.000000,-0.405438,0.000000,-1.558246
LINE22,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE23,0.000000,1.926371,0.000000,-0.612935,0.000000,-0.024932
LINE24,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE25,0.000000,1.926371,0.000000,-1.076582,0.000000,1.545864
LINE26,61.294309,-0.861772,0.000000,3.155651,0.000000,2.072808
LINE27,653.460455,-0.832513,638.216079,3.317668,472.585370,1.245495
LINE28,0.000000,2.220605,0.000000,-1.007726,0.000000,1.514625
LINE29,30.644055,-0.861797,0.000000,2.408547,0.000000,4.667116
LINE30,30.650254,-0.861747,0.000000,3.176536,0.000000,2.018839
LINE31,653.460455,-0.832513,638.216079,3.317668,472.585370,1.245495
LINE32,0.000000,0.957862,0.000000,-1.463177,0.000000,1.510165
LINE33,30.644055,-0.861797,0.000000,4.008844,0.000000,1.610246
LINE34,30.650254,-0.861747,0.000000,2.680164,0.000000,3.664734
LINE35,0.000000,4.152648,62.160169,3.321346,0.000000,-1.521934
LINE36,653.460455,-0.832513,576.056376,3.317271,472.585370,1.245495
LINE37,0.000000,1.247365,0.000000,-1.163320,0.000000,1.467898
LINE38,30.650254,-0.861747,0.000000,3.060202,0.000000,1.618804
LINE39,0.000000,4.113200,31.080760,3.321351,0.000000,-1.517944
LINE40,0.000000,3.645046,31.079410,3.321340,0.000000,4.646109
LINE41,653.460455,-0.832513,576.056376,3.317271,472.585370,1.245495
LINE42,0.000000,2.618638,0.000000,-0.391106,0.000000,1.583809
LINE43,0.000000,1.545864,0.000000,-1.007726,0.000000,1.499024
LINE44,30.650254,-0.861747,0.000000,2.643448,0.000000,4.467064
LINE45,0.000000,3.877431,31.080760,3.321351,0.000000,-1.537898
LINE46,0.000000,2.818081,31.079410,3.321340,0.000000,1.609922
LINE47,653.460455,-0.832513,576.056376,3.317271,472.585370,1.245495
LINE48,0.000000,2.625379,0.000000,-0.301478,0.000000,1.041750
LINE49,0.000000,1.545864,0.000000,4.687457,0.000000,1.483446
LINE50,30.650254,-0.861747,0.000000,2.576428,0.000000,3.519462
LINE51,0.000000,3.639723,31.080760,3.321351,0.000000,-1.557972
LINE52,653.460455,-0.832513,576.056376,3.317271,472.585370,1.245495
LINE53,0.000000,2.941043,0.000000,-0.555919,0.000000,4.395252
LINE54,0.000000,2.580125,0.000000,-0.187428,0.000000,0.481422
LINE55,0.000000,1.725718,0.000000,4.442478,0.000000,1.514625
LINE56,30.650254,-0.861747,0.000000,2.542806,0.000000,4.685380
LINE57,0.000000,3.929451,31.080760,3.321351,0.000000,4.637476
LINE58,653.460455,-0.832513,576.056376,3.317271,472.585370,1.245495
LINE59,0.000000,2.724454,0.000000,-0.606615,0.000000,4.679946
