# file...... Output_case2_3p\Load1_voltage.csv
# date...... Thu Feb 18 16:48:23 2016
# user...... Gregorio
# host...... (null)
# target.... load 920
# trigger... (none)
# interval.. 0
# limit..... 0
# timestamp,voltage_A
2000-01-01 00:01:00 EST,+245.941-30.6139d
2000-01-01 00:02:00 EST,+245.941-30.6139d
2000-01-01 00:03:00 EST,+245.941-30.6139d
2000-01-01 00:04:00 EST,+245.941-30.6139d
2000-01-01 00:05:00 EST,+245.941-30.6139d
2000-01-01 00:06:00 EST,+245.941-30.6139d
2000-01-01 00:07:00 EST,+245.941-30.6139d
2000-01-01 00:08:00 EST,+245.941-30.6139d
2000-01-01 00:09:00 EST,+245.941-30.6139d
2000-01-01 00:10:00 EST,+245.941-30.6139d
2000-01-01 00:11:00 EST,+245.941-30.6139d
2000-01-01 00:12:00 EST,+245.941-30.6139d
2000-01-01 00:13:00 EST,+245.941-30.6139d
2000-01-01 00:14:00 EST,+245.941-30.6139d
2000-01-01 00:15:00 EST,+245.941-30.6139d
2000-01-01 00:16:00 EST,+245.941-30.6139d
2000-01-01 00:17:00 EST,+245.941-30.6139d
2000-01-01 00:18:00 EST,+245.941-30.6139d
2000-01-01 00:19:00 EST,+245.941-30.6139d
2000-01-01 00:20:00 EST,+245.941-30.6139d
2000-01-01 00:21:00 EST,+245.941-30.6139d
2000-01-01 00:22:00 EST,+245.941-30.6139d
2000-01-01 00:23:00 EST,+245.941-30.6139d
2000-01-01 00:24:00 EST,+245.941-30.6139d
2000-01-01 00:25:00 EST,+245.941-30.6139d
2000-01-01 00:26:00 EST,+245.941-30.6139d
2000-01-01 00:27:00 EST,+245.941-30.6139d
2000-01-01 00:28:00 EST,+245.941-30.6139d
2000-01-01 00:29:00 EST,+245.941-30.6139d
2000-01-01 00:30:00 EST,+245.941-30.6139d
2000-01-01 00:31:00 EST,+245.941-30.6139d
2000-01-01 00:32:00 EST,+245.941-30.6139d
2000-01-01 00:33:00 EST,+245.941-30.6139d
2000-01-01 00:34:00 EST,+245.941-30.6139d
2000-01-01 00:35:00 EST,+245.941-30.6139d
2000-01-01 00:36:00 EST,+245.941-30.6139d
2000-01-01 00:37:00 EST,+245.941-30.6139d
2000-01-01 00:38:00 EST,+245.941-30.6139d
2000-01-01 00:39:00 EST,+245.941-30.6139d
2000-01-01 00:40:00 EST,+245.941-30.6139d
2000-01-01 00:41:00 EST,+245.941-30.6139d
2000-01-01 00:42:00 EST,+245.941-30.6139d
2000-01-01 00:43:00 EST,+245.941-30.6139d
2000-01-01 00:44:00 EST,+245.941-30.6139d
