# file...... Output_case1_3p\Load53_voltage.csv
# date...... Mon Feb 29 14:02:45 2016
# user...... Gregorio
# host...... (null)
# target.... load 1024
# trigger... (none)
# interval.. 0
# limit..... 0
# timestamp,voltage_B
2000-01-01 00:01:00 EST,+251.854-149.994d
2000-01-01 00:02:00 EST,+251.853-149.994d
2000-01-01 00:03:00 EST,+251.805-149.992d
2000-01-01 00:04:00 EST,+251.766-149.992d
2000-01-01 00:05:00 EST,+251.718-149.991d
2000-01-01 00:06:00 EST,+251.709-149.991d
2000-01-01 00:07:00 EST,+251.688-149.99d
2000-01-01 00:08:00 EST,+251.661-149.99d
2000-01-01 00:09:00 EST,+251.644-149.989d
2000-01-01 00:10:00 EST,+251.254-149.979d
2000-01-01 00:11:00 EST,+251.614-149.988d
2000-01-01 00:12:00 EST,+251.597-149.988d
2000-01-01 00:13:00 EST,+251.606-149.988d
2000-01-01 00:14:00 EST,+251.59-149.988d
2000-01-01 00:15:00 EST,+251.597-149.988d
2000-01-01 00:16:00 EST,+251.594-149.988d
2000-01-01 00:17:00 EST,+251.468-149.989d
2000-01-01 00:18:00 EST,+251.468-149.989d
2000-01-01 00:19:00 EST,+251.475-149.989d
2000-01-01 00:20:00 EST,+251.6-149.988d
2000-01-01 00:21:00 EST,+251.6-149.988d
2000-01-01 00:22:00 EST,+251.599-149.988d
2000-01-01 00:23:00 EST,+251.598-149.988d
2000-01-01 00:24:00 EST,+251.565-149.988d
2000-01-01 00:25:00 EST,+251.581-149.989d
2000-01-01 00:26:00 EST,+251.571-149.989d
2000-01-01 00:27:00 EST,+251.567-149.988d
2000-01-01 00:28:00 EST,+251.567-149.988d
2000-01-01 00:29:00 EST,+251.527-149.987d
2000-01-01 00:30:00 EST,+251.492-149.986d
2000-01-01 00:31:00 EST,+251.546-149.988d
2000-01-01 00:32:00 EST,+251.55-149.988d
2000-01-01 00:33:00 EST,+251.558-149.988d
2000-01-01 00:34:00 EST,+251.556-149.988d
2000-01-01 00:35:00 EST,+251.559-149.988d
2000-01-01 00:36:00 EST,+251.538-149.988d
2000-01-01 00:37:00 EST,+251.525-149.988d
2000-01-01 00:38:00 EST,+251.533-149.988d
2000-01-01 00:39:00 EST,+251.52-149.987d
2000-01-01 00:40:00 EST,+251.523-149.987d
2000-01-01 00:41:00 EST,+251.49-149.986d
2000-01-01 00:42:00 EST,+251.475-149.986d
2000-01-01 00:43:00 EST,+251.462-149.986d
2000-01-01 00:44:00 EST,+251.429-149.985d
2000-01-01 00:45:00 EST,+251.422-149.985d
2000-01-01 00:46:00 EST,+251.464-149.986d
2000-01-01 00:47:00 EST,+251.497-149.987d
2000-01-01 00:48:00 EST,+251.459-149.986d
2000-01-01 00:49:00 EST,+251.457-149.986d
2000-01-01 00:50:00 EST,+251.385-149.984d
2000-01-01 00:51:00 EST,+251.382-149.984d
2000-01-01 00:52:00 EST,+251.368-149.984d
2000-01-01 00:53:00 EST,+251.358-149.983d
2000-01-01 00:54:00 EST,+250.903-149.969d
2000-01-01 00:55:00 EST,+250.867-149.968d
2000-01-01 00:56:00 EST,+250.766-149.965d
2000-01-01 00:57:00 EST,+251.222-149.98d
2000-01-01 00:58:00 EST,+251.217-149.98d
