# file...... Output_case1_3p\Load1_voltage.csv
# date...... Mon Feb 29 14:02:45 2016
# user...... Gregorio
# host...... (null)
# target.... load 920
# trigger... (none)
# interval.. 0
# limit..... 0
# timestamp,voltage_A
2000-01-01 00:01:00 EST,+252.104-30.0054d
2000-01-01 00:02:00 EST,+252.104-30.0054d
2000-01-01 00:03:00 EST,+252.094-30.006d
2000-01-01 00:04:00 EST,+252.083-30.0068d
2000-01-01 00:05:00 EST,+252.071-30.0075d
2000-01-01 00:06:00 EST,+252.069-30.0077d
2000-01-01 00:07:00 EST,+252.065-30.008d
2000-01-01 00:08:00 EST,+252.059-30.0084d
2000-01-01 00:09:00 EST,+252.055-30.0087d
2000-01-01 00:10:00 EST,+251.991-30.013d
2000-01-01 00:11:00 EST,+252.053-30.0089d
2000-01-01 00:12:00 EST,+252.047-30.0093d
2000-01-01 00:13:00 EST,+252.049-30.0092d
2000-01-01 00:14:00 EST,+252.046-30.0094d
2000-01-01 00:15:00 EST,+252.047-30.0093d
2000-01-01 00:16:00 EST,+252.045-30.0094d
2000-01-01 00:17:00 EST,+251.987-30.0134d
2000-01-01 00:18:00 EST,+251.987-30.0134d
2000-01-01 00:19:00 EST,+251.988-30.0133d
2000-01-01 00:20:00 EST,+252.046-30.0094d
2000-01-01 00:21:00 EST,+252.046-30.0094d
2000-01-01 00:22:00 EST,+252.046-30.0094d
2000-01-01 00:23:00 EST,+252.045-30.0094d
2000-01-01 00:24:00 EST,+252.037-30.01d
2000-01-01 00:25:00 EST,+252.033-30.0102d
2000-01-01 00:26:00 EST,+252.031-30.0104d
2000-01-01 00:27:00 EST,+252.033-30.0103d
2000-01-01 00:28:00 EST,+252.033-30.0103d
2000-01-01 00:29:00 EST,+252.024-30.0109d
2000-01-01 00:30:00 EST,+252.018-30.0113d
2000-01-01 00:31:00 EST,+252.029-30.0106d
2000-01-01 00:32:00 EST,+252.03-30.0104d
2000-01-01 00:33:00 EST,+252.031-30.0104d
2000-01-01 00:34:00 EST,+252.03-30.0105d
2000-01-01 00:35:00 EST,+252.031-30.0104d
2000-01-01 00:36:00 EST,+252.026-30.0107d
2000-01-01 00:37:00 EST,+252.022-30.011d
2000-01-01 00:38:00 EST,+252.021-30.011d
2000-01-01 00:39:00 EST,+252.02-30.0112d
2000-01-01 00:40:00 EST,+252.022-30.011d
2000-01-01 00:41:00 EST,+252.019-30.0112d
2000-01-01 00:42:00 EST,+252.013-30.0116d
2000-01-01 00:43:00 EST,+252.012-30.0117d
2000-01-01 00:44:00 EST,+252.006-30.0121d
2000-01-01 00:45:00 EST,+252.001-30.0124d
2000-01-01 00:46:00 EST,+252.009-30.0119d
2000-01-01 00:47:00 EST,+252.015-30.0115d
2000-01-01 00:48:00 EST,+252.011-30.0117d
2000-01-01 00:49:00 EST,+252.004-30.0119d
2000-01-01 00:50:00 EST,+251.99-30.0129d
2000-01-01 00:51:00 EST,+251.989-30.0129d
2000-01-01 00:52:00 EST,+251.986-30.0132d
2000-01-01 00:53:00 EST,+251.986-30.0132d
2000-01-01 00:54:00 EST,+251.926-30.0172d
2000-01-01 00:55:00 EST,+251.922-30.0175d
2000-01-01 00:56:00 EST,+251.903-30.0188d
2000-01-01 00:57:00 EST,+251.961-30.0149d
2000-01-01 00:58:00 EST,+251.959-30.0149d
2000-01-01 00:59:00 EST,+251.945-30.0159d
2000-01-01 01:00:00 EST,+251.943-30.0161d
2000-01-01 01:01:00 EST,+251.986-30.0131d
2000-01-01 01:02:00 EST,+251.989-30.013d
2000-01-01 01:03:00 EST,+251.995-30.0125d
2000-01-01 01:04:00 EST,+251.993-30.0126d
2000-01-01 01:05:00 EST,+251.991-30.0128d
2000-01-01 01:06:00 EST,+251.996-30.0125d
2000-01-01 01:07:00 EST,+251.998-30.0121d
2000-01-01 01:08:00 EST,+252.004-30.0117d
2000-01-01 01:09:00 EST,+252.009-30.0114d
2000-01-01 01:10:00 EST,+252.017-30.0108d
2000-01-01 01:11:00 EST,+252.027-30.0104d
2000-01-01 01:12:00 EST,+252.032-30.0101d
2000-01-01 01:13:00 EST,+252.014-30.0113d
2000-01-01 01:14:00 EST,+252.013-30.0114d
2000-01-01 01:15:00 EST,+252.013-30.0114d
2000-01-01 01:16:00 EST,+252.013-30.0114d
2000-01-01 01:17:00 EST,+252.015-30.0112d
2000-01-01 01:18:00 EST,+251.998-30.0124d
2000-01-01 01:19:00 EST,+252.002-30.0121d
2000-01-01 01:20:00 EST,+251.999-30.0124d
2000-01-01 01:21:00 EST,+251.994-30.0127d
2000-01-01 01:22:00 EST,+251.995-30.0126d
2000-01-01 01:23:00 EST,+251.996-30.0125d
2000-01-01 01:24:00 EST,+252-30.0122d
2000-01-01 01:25:00 EST,+252-30.0125d
2000-01-01 01:26:00 EST,+251.997-30.0127d
2000-01-01 01:27:00 EST,+252-30.0125d
2000-01-01 01:28:00 EST,+251.996-30.0128d
2000-01-01 01:29:00 EST,+251.984-30.0136d
2000-01-01 01:30:00 EST,+251.984-30.0136d
2000-01-01 01:31:00 EST,+251.979-30.0139d
2000-01-01 01:32:00 EST,+251.977-30.0141d
2000-01-01 01:33:00 EST,+251.977-30.0141d
2000-01-01 01:34:00 EST,+251.978-30.014d
2000-01-01 01:35:00 EST,+251.989-30.0133d
2000-01-01 01:36:00 EST,+251.992-30.0131d
2000-01-01 01:37:00 EST,+251.977-30.014d
2000-01-01 01:38:00 EST,+251.992-30.0131d
2000-01-01 01:39:00 EST,+251.996-30.0128d
2000-01-01 01:40:00 EST,+252-30.0125d
2000-01-01 01:41:00 EST,+252.002-30.0124d
2000-01-01 01:42:00 EST,+251.994-30.0129d
2000-01-01 01:43:00 EST,+252-30.0125d
2000-01-01 01:44:00 EST,+252.001-30.0125d
2000-01-01 01:45:00 EST,+252-30.0125d
2000-01-01 01:46:00 EST,+251.997-30.0127d
2000-01-01 01:47:00 EST,+252.004-30.0122d
2000-01-01 01:48:00 EST,+252.015-30.0115d
2000-01-01 01:49:00 EST,+252.027-30.0106d
2000-01-01 01:50:00 EST,+252.038-30.01d
2000-01-01 01:51:00 EST,+252.039-30.0099d
2000-01-01 01:52:00 EST,+252.039-30.0098d
2000-01-01 01:53:00 EST,+252.036-30.0101d
2000-01-01 01:54:00 EST,+252.04-30.0098d
2000-01-01 01:55:00 EST,+252.043-30.0096d
2000-01-01 01:56:00 EST,+252.043-30.0096d
2000-01-01 01:57:00 EST,+252.042-30.0096d
2000-01-01 01:58:00 EST,+252.05-30.0091d
2000-01-01 01:59:00 EST,+252.05-30.0091d
2000-01-01 02:00:00 EST,+252.042-30.0097d
2000-01-01 02:01:00 EST,+252.053-30.0089d
2000-01-01 02:02:00 EST,+252.053-30.0089d
2000-01-01 02:03:00 EST,+252.05-30.0091d
2000-01-01 02:04:00 EST,+252.048-30.0092d
2000-01-01 02:05:00 EST,+252.048-30.0092d
2000-01-01 02:06:00 EST,+252.042-30.0097d
2000-01-01 02:07:00 EST,+252.042-30.0097d
2000-01-01 02:08:00 EST,+252.042-30.0097d
2000-01-01 02:09:00 EST,+252.037-30.01d
2000-01-01 02:10:00 EST,+252.028-30.0106d
2000-01-01 02:11:00 EST,+252.036-30.0101d
2000-01-01 02:12:00 EST,+252.025-30.0108d
2000-01-01 02:13:00 EST,+252.023-30.0109d
2000-01-01 02:14:00 EST,+252.018-30.0113d
2000-01-01 02:15:00 EST,+252.013-30.0116d
2000-01-01 02:16:00 EST,+252.013-30.0116d
2000-01-01 02:17:00 EST,+252.017-30.0114d
2000-01-01 02:18:00 EST,+252.021-30.0111d
2000-01-01 02:19:00 EST,+252.02-30.0111d
2000-01-01 02:20:00 EST,+252.027-30.0107d
2000-01-01 02:21:00 EST,+252.035-30.0101d
2000-01-01 02:22:00 EST,+252.034-30.0102d
2000-01-01 02:23:00 EST,+252.024-30.0109d
2000-01-01 02:24:00 EST,+252.015-30.0115d
2000-01-01 02:25:00 EST,+252.01-30.0118d
2000-01-01 02:26:00 EST,+252.009-30.0118d
2000-01-01 02:27:00 EST,+252.001-30.0121d
2000-01-01 02:28:00 EST,+251.993-30.0127d
2000-01-01 02:29:00 EST,+251.987-30.0131d
2000-01-01 02:30:00 EST,+251.994-30.0126d
2000-01-01 02:31:00 EST,+251.992-30.0124d
2000-01-01 02:32:00 EST,+251.995-30.0122d
2000-01-01 02:33:00 EST,+251.997-30.0121d
2000-01-01 02:34:00 EST,+251.993-30.0124d
2000-01-01 02:35:00 EST,+251.993-30.0124d
2000-01-01 02:36:00 EST,+252.004-30.0116d
2000-01-01 02:37:00 EST,+252-30.0119d
2000-01-01 02:38:00 EST,+252.002-30.0117d
2000-01-01 02:39:00 EST,+252.002-30.0117d
2000-01-01 02:40:00 EST,+251.993-30.0124d
2000-01-01 02:41:00 EST,+251.997-30.0121d
2000-01-01 02:42:00 EST,+252.006-30.0115d
2000-01-01 02:43:00 EST,+252.011-30.0111d
2000-01-01 02:44:00 EST,+252.003-30.0116d
2000-01-01 02:45:00 EST,+252.016-30.0109d
2000-01-01 02:46:00 EST,+252.022-30.0105d
2000-01-01 02:47:00 EST,+252.012-30.0111d
2000-01-01 02:48:00 EST,+252.016-30.011d
2000-01-01 02:49:00 EST,+252.022-30.0106d
2000-01-01 02:50:00 EST,+252.023-30.0107d
2000-01-01 02:51:00 EST,+252.031-30.0101d
2000-01-01 02:52:00 EST,+252.026-30.0103d
2000-01-01 02:53:00 EST,+252.033-30.0101d
2000-01-01 02:54:00 EST,+252.033-30.0101d
2000-01-01 02:55:00 EST,+252.032-30.0102d
2000-01-01 02:56:00 EST,+252.024-30.0109d
2000-01-01 02:57:00 EST,+252.021-30.0111d
2000-01-01 02:58:00 EST,+252.021-30.0111d
2000-01-01 02:59:00 EST,+252.021-30.0109d
2000-01-01 03:00:00 EST,+252.024-30.0107d
2000-01-01 03:01:00 EST,+252.016-30.0113d
2000-01-01 03:02:00 EST,+252.031-30.0102d
2000-01-01 03:03:00 EST,+252.022-30.0107d
2000-01-01 03:04:00 EST,+252.01-30.0114d
2000-01-01 03:05:00 EST,+252.006-30.0115d
2000-01-01 03:06:00 EST,+252.012-30.0111d
2000-01-01 03:07:00 EST,+252.012-30.0111d
2000-01-01 03:08:00 EST,+252.015-30.0109d
2000-01-01 03:09:00 EST,+252.021-30.0105d
2000-01-01 03:10:00 EST,+252.028-30.0099d
2000-01-01 03:11:00 EST,+252.025-30.0103d
2000-01-01 03:12:00 EST,+252.022-30.0105d
2000-01-01 03:13:00 EST,+252.022-30.0105d
2000-01-01 03:14:00 EST,+252.019-30.0107d
2000-01-01 03:15:00 EST,+252.025-30.0102d
2000-01-01 03:16:00 EST,+252.02-30.0106d
2000-01-01 03:17:00 EST,+252.02-30.0106d
2000-01-01 03:18:00 EST,+252.027-30.0101d
2000-01-01 03:19:00 EST,+252.025-30.0103d
2000-01-01 03:20:00 EST,+252.023-30.0104d
2000-01-01 03:21:00 EST,+252.02-30.0106d
2000-01-01 03:22:00 EST,+252.006-30.0115d
2000-01-01 03:23:00 EST,+252.005-30.0116d
2000-01-01 03:24:00 EST,+252-30.012d
2000-01-01 03:25:00 EST,+251.997-30.0122d
2000-01-01 03:26:00 EST,+252.005-30.0117d
2000-01-01 03:27:00 EST,+251.919-30.0176d
2000-01-01 03:28:00 EST,+251.914-30.0179d
2000-01-01 03:29:00 EST,+251.911-30.0181d
2000-01-01 03:30:00 EST,+251.914-30.0179d
2000-01-01 03:31:00 EST,+251.908-30.0183d
2000-01-01 03:32:00 EST,+251.906-30.0184d
2000-01-01 03:33:00 EST,+251.911-30.0181d
2000-01-01 03:34:00 EST,+251.902-30.0187d
2000-01-01 03:35:00 EST,+251.907-30.0184d
2000-01-01 03:36:00 EST,+251.907-30.0182d
2000-01-01 03:37:00 EST,+251.916-30.0178d
2000-01-01 03:38:00 EST,+251.918-30.0177d
2000-01-01 03:39:00 EST,+251.91-30.0182d
2000-01-01 03:40:00 EST,+251.912-30.018d
2000-01-01 03:41:00 EST,+251.902-30.0188d
2000-01-01 03:42:00 EST,+251.901-30.0188d
2000-01-01 03:43:00 EST,+251.904-30.0186d
2000-01-01 03:44:00 EST,+251.904-30.0185d
2000-01-01 03:45:00 EST,+251.91-30.018d
2000-01-01 03:46:00 EST,+251.911-30.018d
2000-01-01 03:47:00 EST,+251.999-30.012d
2000-01-01 03:48:00 EST,+251.998-30.0121d
2000-01-01 03:49:00 EST,+252-30.0121d
2000-01-01 03:50:00 EST,+252.005-30.0118d
2000-01-01 03:51:00 EST,+252.002-30.012d
2000-01-01 03:52:00 EST,+252.01-30.0114d
2000-01-01 03:53:00 EST,+252.021-30.0107d
2000-01-01 03:54:00 EST,+252.014-30.0112d
2000-01-01 03:55:00 EST,+252.006-30.0117d
2000-01-01 03:56:00 EST,+252.004-30.0118d
2000-01-01 03:57:00 EST,+251.999-30.0122d
2000-01-01 03:58:00 EST,+251.991-30.0126d
2000-01-01 03:59:00 EST,+251.989-30.0124d
2000-01-01 04:00:00 EST,+251.991-30.0123d
2000-01-01 04:01:00 EST,+252.002-30.0121d
2000-01-01 04:02:00 EST,+252.006-30.0118d
2000-01-01 04:03:00 EST,+252.017-30.0111d
2000-01-01 04:04:00 EST,+252.007-30.0117d
2000-01-01 04:05:00 EST,+252.009-30.0116d
2000-01-01 04:06:00 EST,+252.022-30.0107d
2000-01-01 04:07:00 EST,+252.012-30.0112d
2000-01-01 04:08:00 EST,+252-30.012d
2000-01-01 04:09:00 EST,+251.998-30.0121d
2000-01-01 04:10:00 EST,+251.998-30.0121d
2000-01-01 04:11:00 EST,+251.995-30.0123d
2000-01-01 04:12:00 EST,+251.995-30.0123d
2000-01-01 04:13:00 EST,+251.994-30.0124d
2000-01-01 04:14:00 EST,+251.995-30.0123d
2000-01-01 04:15:00 EST,+252.001-30.0119d
2000-01-01 04:16:00 EST,+251.993-30.0125d
2000-01-01 04:17:00 EST,+252.001-30.0119d
2000-01-01 04:18:00 EST,+252.003-30.0118d
2000-01-01 04:19:00 EST,+252.003-30.0118d
2000-01-01 04:20:00 EST,+252.009-30.0114d
2000-01-01 04:21:00 EST,+252.016-30.0112d
2000-01-01 04:22:00 EST,+252.011-30.0115d
2000-01-01 04:23:00 EST,+252.022-30.0108d
2000-01-01 04:24:00 EST,+252.031-30.0102d
2000-01-01 04:25:00 EST,+252.019-30.0112d
2000-01-01 04:26:00 EST,+252.03-30.0105d
2000-01-01 04:27:00 EST,+252.03-30.0105d
2000-01-01 04:28:00 EST,+252.036-30.0101d
2000-01-01 04:29:00 EST,+252.034-30.0102d
2000-01-01 04:30:00 EST,+252.035-30.0101d
2000-01-01 04:31:00 EST,+252.039-30.0098d
2000-01-01 04:32:00 EST,+252.029-30.0106d
2000-01-01 04:33:00 EST,+252.02-30.0112d
2000-01-01 04:34:00 EST,+252.019-30.0112d
2000-01-01 04:35:00 EST,+252.023-30.0109d
2000-01-01 04:36:00 EST,+252.021-30.0111d
2000-01-01 04:37:00 EST,+252.013-30.0116d
2000-01-01 04:38:00 EST,+252.01-30.0118d
2000-01-01 04:39:00 EST,+252.01-30.0118d
2000-01-01 04:40:00 EST,+252.001-30.0124d
2000-01-01 04:41:00 EST,+252.001-30.0124d
2000-01-01 04:42:00 EST,+252-30.0125d
2000-01-01 04:43:00 EST,+252.006-30.0121d
2000-01-01 04:44:00 EST,+252.017-30.0113d
2000-01-01 04:45:00 EST,+252.014-30.0115d
2000-01-01 04:46:00 EST,+252.014-30.0115d
2000-01-01 04:47:00 EST,+252.005-30.0122d
2000-01-01 04:48:00 EST,+252.011-30.0118d
2000-01-01 04:49:00 EST,+252.015-30.0115d
2000-01-01 04:50:00 EST,+252.022-30.011d
2000-01-01 04:51:00 EST,+252.015-30.0115d
2000-01-01 04:52:00 EST,+252.021-30.011d
2000-01-01 04:53:00 EST,+252.026-30.0108d
2000-01-01 04:54:00 EST,+252.021-30.0111d
2000-01-01 04:55:00 EST,+252.009-30.0119d
2000-01-01 04:56:00 EST,+252.008-30.012d
2000-01-01 04:57:00 EST,+252.002-30.0124d
2000-01-01 04:58:00 EST,+251.995-30.0128d
2000-01-01 04:59:00 EST,+251.991-30.0131d
2000-01-01 05:00:00 EST,+252-30.0125d
2000-01-01 05:01:00 EST,+252.01-30.0118d
2000-01-01 05:02:00 EST,+252.02-30.0112d
2000-01-01 05:03:00 EST,+252.018-30.0113d
2000-01-01 05:04:00 EST,+252.013-30.0116d
2000-01-01 05:05:00 EST,+251.996-30.0126d
2000-01-01 05:06:00 EST,+251.998-30.0124d
2000-01-01 05:07:00 EST,+251.995-30.0126d
2000-01-01 05:08:00 EST,+251.991-30.0129d
2000-01-01 05:09:00 EST,+251.991-30.0129d
2000-01-01 05:10:00 EST,+251.988-30.0131d
2000-01-01 05:11:00 EST,+251.995-30.0126d
2000-01-01 05:12:00 EST,+251.998-30.0124d
2000-01-01 05:13:00 EST,+252.002-30.0121d
2000-01-01 05:14:00 EST,+252.003-30.0121d
2000-01-01 05:15:00 EST,+252.012-30.0115d
2000-01-01 05:16:00 EST,+252.023-30.0107d
2000-01-01 05:17:00 EST,+252.019-30.011d
2000-01-01 05:18:00 EST,+252.015-30.0113d
2000-01-01 05:19:00 EST,+252.023-30.0107d
2000-01-01 05:20:00 EST,+252.019-30.011d
2000-01-01 05:21:00 EST,+252.021-30.0109d
2000-01-01 05:22:00 EST,+252.021-30.0109d
2000-01-01 05:23:00 EST,+252.024-30.0108d
2000-01-01 05:24:00 EST,+252.018-30.0113d
2000-01-01 05:25:00 EST,+252.02-30.0111d
2000-01-01 05:26:00 EST,+252.024-30.0109d
2000-01-01 05:27:00 EST,+251.977-30.0141d
2000-01-01 05:28:00 EST,+251.961-30.0151d
2000-01-01 05:29:00 EST,+251.959-30.0153d
2000-01-01 05:30:00 EST,+252.008-30.012d
2000-01-01 05:31:00 EST,+252.019-30.0112d
2000-01-01 05:32:00 EST,+252.023-30.011d
2000-01-01 05:33:00 EST,+252.026-30.0107d
2000-01-01 05:34:00 EST,+251.963-30.015d
2000-01-01 05:35:00 EST,+251.969-30.0146d
2000-01-01 05:36:00 EST,+251.967-30.0147d
2000-01-01 05:37:00 EST,+252.028-30.0106d
2000-01-01 05:38:00 EST,+252.031-30.0104d
2000-01-01 05:39:00 EST,+252.025-30.0108d
2000-01-01 05:40:00 EST,+252.018-30.0113d
2000-01-01 05:41:00 EST,+252.001-30.0124d
2000-01-01 05:42:00 EST,+252.009-30.0119d
2000-01-01 05:43:00 EST,+251.995-30.0129d
2000-01-01 05:44:00 EST,+251.975-30.0142d
2000-01-01 05:45:00 EST,+251.977-30.0141d
2000-01-01 05:46:00 EST,+251.98-30.0138d
2000-01-01 05:47:00 EST,+251.987-30.0134d
2000-01-01 05:48:00 EST,+251.988-30.0133d
2000-01-01 05:49:00 EST,+251.983-30.0136d
2000-01-01 05:50:00 EST,+251.994-30.0129d
2000-01-01 05:51:00 EST,+251.994-30.0129d
2000-01-01 05:52:00 EST,+251.994-30.0129d
2000-01-01 05:53:00 EST,+251.987-30.0134d
2000-01-01 05:54:00 EST,+251.996-30.0128d
2000-01-01 05:55:00 EST,+251.927-30.0174d
2000-01-01 05:56:00 EST,+251.924-30.0177d
2000-01-01 05:57:00 EST,+251.915-30.0183d
2000-01-01 05:58:00 EST,+251.926-30.0175d
2000-01-01 05:59:00 EST,+251.938-30.0167d
2000-01-01 06:00:00 EST,+251.936-30.0168d
2000-01-01 06:01:00 EST,+251.931-30.0172d
