# file...... Output_case1_3p\Load32_voltage.csv
# date...... Mon Feb 29 14:02:44 2016
# user...... Gregorio
# host...... (null)
# target.... load 982
# trigger... (none)
# interval.. 0
# limit..... 0
# timestamp,voltage_C
2000-01-01 00:01:00 EST,+251.892+90.0046d
2000-01-01 00:02:00 EST,+251.891+90.0047d
2000-01-01 00:03:00 EST,+251.85+90.0055d
2000-01-01 00:04:00 EST,+251.811+90.006d
2000-01-01 00:05:00 EST,+251.768+90.0068d
2000-01-01 00:06:00 EST,+251.758+90.007d
2000-01-01 00:07:00 EST,+251.738+90.0074d
2000-01-01 00:08:00 EST,+251.713+90.0079d
2000-01-01 00:09:00 EST,+251.697+90.0082d
2000-01-01 00:10:00 EST,+251.376+90.0155d
2000-01-01 00:11:00 EST,+251.671+90.009d
2000-01-01 00:12:00 EST,+251.654+90.0092d
2000-01-01 00:13:00 EST,+251.662+90.0091d
2000-01-01 00:14:00 EST,+251.647+90.0094d
2000-01-01 00:15:00 EST,+251.654+90.0093d
2000-01-01 00:16:00 EST,+251.65+90.0092d
2000-01-01 00:17:00 EST,+251.524+90.0088d
2000-01-01 00:18:00 EST,+251.524+90.0088d
2000-01-01 00:19:00 EST,+251.531+90.0086d
2000-01-01 00:20:00 EST,+251.657+90.009d
2000-01-01 00:21:00 EST,+251.657+90.009d
2000-01-01 00:22:00 EST,+251.655+90.0091d
2000-01-01 00:23:00 EST,+251.654+90.0091d
2000-01-01 00:24:00 EST,+251.621+90.0096d
2000-01-01 00:25:00 EST,+251.632+90.0089d
2000-01-01 00:26:00 EST,+251.621+90.0092d
2000-01-01 00:27:00 EST,+251.618+90.0094d
2000-01-01 00:28:00 EST,+251.618+90.0094d
2000-01-01 00:29:00 EST,+251.588+90.0098d
2000-01-01 00:30:00 EST,+251.559+90.0105d
2000-01-01 00:31:00 EST,+251.612+90.0092d
2000-01-01 00:32:00 EST,+251.617+90.0092d
2000-01-01 00:33:00 EST,+251.618+90.0091d
2000-01-01 00:34:00 EST,+251.616+90.0091d
2000-01-01 00:35:00 EST,+251.619+90.0091d
2000-01-01 00:36:00 EST,+251.6+90.0095d
2000-01-01 00:37:00 EST,+251.587+90.0096d
2000-01-01 00:38:00 EST,+251.595+90.0093d
2000-01-01 00:39:00 EST,+251.587+90.0095d
2000-01-01 00:40:00 EST,+251.595+90.0093d
2000-01-01 00:41:00 EST,+251.573+90.0099d
2000-01-01 00:42:00 EST,+251.557+90.0101d
2000-01-01 00:43:00 EST,+251.546+90.0104d
2000-01-01 00:44:00 EST,+251.52+90.0109d
2000-01-01 00:45:00 EST,+251.514+90.0107d
2000-01-01 00:46:00 EST,+251.548+90.01d
2000-01-01 00:47:00 EST,+251.57+90.0097d
2000-01-01 00:48:00 EST,+251.55+90.0102d
2000-01-01 00:49:00 EST,+251.547+90.0098d
2000-01-01 00:50:00 EST,+251.485+90.0111d
2000-01-01 00:51:00 EST,+251.481+90.0112d
2000-01-01 00:52:00 EST,+251.467+90.0114d
2000-01-01 00:53:00 EST,+251.463+90.0116d
2000-01-01 00:54:00 EST,+251.176+90.0179d
2000-01-01 00:55:00 EST,+251.153+90.0184d
2000-01-01 00:56:00 EST,+251.07+90.0202d
2000-01-01 00:57:00 EST,+251.355+90.0138d
2000-01-01 00:58:00 EST,+251.35+90.0138d
2000-01-01 00:59:00 EST,+251.293+90.0149d
2000-01-01 01:00:00 EST,+251.286+90.015d
2000-01-01 01:01:00 EST,+251.416+90.0136d
2000-01-01 01:02:00 EST,+251.43+90.0133d
2000-01-01 01:03:00 EST,+251.454+90.0128d
2000-01-01 01:04:00 EST,+251.447+90.0129d
2000-01-01 01:05:00 EST,+251.436+90.0132d
2000-01-01 01:06:00 EST,+251.456+90.0128d
2000-01-01 01:07:00 EST,+251.474+90.0124d
2000-01-01 01:08:00 EST,+251.506+90.0116d
2000-01-01 01:09:00 EST,+251.53+90.0111d
2000-01-01 01:10:00 EST,+251.566+90.0104d
2000-01-01 01:11:00 EST,+251.575+90.0108d
2000-01-01 01:12:00 EST,+251.597+90.0103d
2000-01-01 01:13:00 EST,+251.54+90.0111d
2000-01-01 01:14:00 EST,+251.542+90.0108d
2000-01-01 01:15:00 EST,+251.542+90.0108d
2000-01-01 01:16:00 EST,+251.538+90.011d
2000-01-01 01:17:00 EST,+251.562+90.0102d
2000-01-01 01:18:00 EST,+251.503+90.0111d
2000-01-01 01:19:00 EST,+251.524+90.0106d
2000-01-01 01:20:00 EST,+251.516+90.0106d
2000-01-01 01:21:00 EST,+251.499+90.0109d
2000-01-01 01:22:00 EST,+251.496+90.0112d
2000-01-01 01:23:00 EST,+251.501+90.0111d
2000-01-01 01:24:00 EST,+251.522+90.0106d
2000-01-01 01:25:00 EST,+251.515+90.0107d
2000-01-01 01:26:00 EST,+251.498+90.0112d
2000-01-01 01:27:00 EST,+251.507+90.0111d
2000-01-01 01:28:00 EST,+251.479+90.0118d
2000-01-01 01:29:00 EST,+251.434+90.0125d
2000-01-01 01:30:00 EST,+251.434+90.0125d
2000-01-01 01:31:00 EST,+251.404+90.0133d
2000-01-01 01:32:00 EST,+251.39+90.0137d
2000-01-01 01:33:00 EST,+251.39+90.0137d
2000-01-01 01:34:00 EST,+251.399+90.0135d
2000-01-01 01:35:00 EST,+251.431+90.0131d
2000-01-01 01:36:00 EST,+251.438+90.0131d
2000-01-01 01:37:00 EST,+251.383+90.0141d
2000-01-01 01:38:00 EST,+251.445+90.0128d
2000-01-01 01:39:00 EST,+251.456+90.0128d
2000-01-01 01:40:00 EST,+251.46+90.013d
2000-01-01 01:41:00 EST,+251.464+90.013d
2000-01-01 01:42:00 EST,+251.439+90.0132d
2000-01-01 01:43:00 EST,+251.45+90.0133d
2000-01-01 01:44:00 EST,+251.454+90.0133d
