# Output_EVs_20kW_3ph\output_voltage_1.csv run at 2000-01-01 00:01:00 EST on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
SourceBus,6668.395609,0.000000,6668.395609,4.188790,6668.395609,2.094395
Bus1,250.392735,-0.545388,248.404447,3.647310,250.266723,1.558073
Bus2,249.332006,-0.544266,247.267559,3.647153,250.067691,1.558160
Bus3,249.220822,-0.544148,247.148372,3.647136,250.046826,1.558169
Bus4,249.116663,-0.544037,247.036713,3.647121,250.027278,1.558178
Bus5,249.025854,-0.543940,246.939363,3.647107,250.010235,1.558185
Bus6,248.882798,-0.543788,246.785997,3.647086,249.983386,1.558197
Bus7,239.155537,-0.532976,236.342792,3.645565,248.155160,1.559005
Bus8,238.720550,-0.532471,235.875070,3.645494,248.073280,1.559042
Bus9,238.358549,-0.532049,235.485777,3.645434,248.005130,1.559072
Bus10,238.040898,-0.531678,235.144143,3.645382,247.945324,1.559099
Bus11,237.803893,-0.531401,234.889219,3.645342,247.900697,1.559119
Bus12,237.581420,-0.531140,234.649909,3.645305,247.858803,1.559137
Bus13,237.444627,-0.530979,234.502755,3.645283,247.833043,1.559149
Bus14,237.104101,-0.530578,234.136409,3.645226,247.768910,1.559178
Bus15,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus16,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus17,231.006996,-0.523190,227.569966,3.644179,246.619403,1.559694
Bus18,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus19,230.777330,-0.522904,227.322352,3.644139,246.576057,1.559713
Bus20,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus21,230.519464,-0.522582,227.044312,3.644093,246.527384,1.559735
Bus22,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus23,230.099657,-0.522056,226.591606,3.644018,246.448136,1.559771
Bus24,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus25,229.336091,-0.521094,225.768029,3.643881,246.303964,1.559836
Bus26,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus27,228.468987,-0.520161,225.770945,3.643826,246.313319,1.559871
Bus28,220.792200,-0.509566,215.338345,3.644128,244.166339,1.559382
Bus29,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus30,228.349609,-0.520033,225.771346,3.643819,246.314607,1.559876
Bus31,228.352622,-0.520036,225.771336,3.643819,246.314575,1.559876
Bus32,218.522870,-0.506346,212.561800,3.644198,243.597278,1.559260
Bus33,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus34,228.076241,-0.519737,225.772266,3.643802,246.317557,1.559887
Bus35,228.348681,-0.520032,225.771350,3.643819,246.314617,1.559876
Bus36,218.533119,-0.506307,211.653671,3.645251,243.599901,1.559207
Bus37,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus38,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus39,228.343015,-0.520025,225.771369,3.643818,246.314678,1.559876
Bus40,218.533477,-0.506306,211.621953,3.645288,243.599993,1.559205
Bus41,218.534736,-0.506301,211.510476,3.645418,243.600315,1.559198
Bus42,206.419727,-0.490802,199.825617,3.642904,240.543742,1.561349
Bus43,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus44,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus45,228.335749,-0.520018,225.771393,3.643818,246.314757,1.559876
Bus46,218.533639,-0.506305,211.607658,3.645305,243.600034,1.559204
Bus47,218.538625,-0.506286,211.165946,3.645821,243.601311,1.559178
Bus48,202.683965,-0.485614,195.883066,3.642469,239.598703,1.562006
Bus49,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus50,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus51,228.318052,-0.519998,225.771453,3.643817,246.314948,1.559877
Bus52,218.533810,-0.506304,211.592507,3.645322,243.600078,1.559203
Bus53,202.145803,-0.484851,195.314633,3.642405,239.462456,1.562101
Bus54,202.683965,-0.485614,195.883066,3.642469,239.598703,1.562006
Bus55,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus56,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus57,228.302901,-0.519982,225.771504,3.643816,246.315111,1.559878
Bus58,218.533973,-0.506304,211.578077,3.645339,243.600120,1.559202
Bus59,199.709569,-0.481339,192.739790,3.642109,238.845320,1.562534
Bus60,202.683965,-0.485614,195.883066,3.642469,239.598703,1.562006
Bus61,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus62,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus63,228.230273,-0.519904,225.771748,3.643811,246.315895,1.559881
Bus64,218.534070,-0.506303,211.569435,3.645349,243.600145,1.559202
Bus65,199.279700,-0.480689,192.208084,3.642195,238.699272,1.562535
Bus66,198.312668,-0.479614,192.745327,3.642007,238.859855,1.562594
Bus67,202.683965,-0.485614,195.883066,3.642469,239.598703,1.562006
Bus68,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus69,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus70,227.973567,-0.519626,225.772612,3.643795,246.318665,1.559891
Bus71,218.534261,-0.506303,211.552480,3.645369,243.600194,1.559201
Bus72,194.207513,-0.472787,185.926276,3.643243,236.973769,1.562541
Bus73,197.971360,-0.479189,192.746680,3.641982,238.863407,1.562609
Bus74,197.971360,-0.479189,192.746680,3.641982,238.863407,1.562609
Bus75,202.683965,-0.485614,195.883066,3.642469,239.598703,1.562006
Bus76,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus77,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus78,218.535231,-0.506299,211.466554,3.645469,243.600442,1.559196
Bus79,192.442430,-0.469935,183.736650,3.643626,236.372303,1.562543
Bus80,202.683965,-0.485614,195.883066,3.642469,239.598703,1.562006
Bus81,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus82,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus83,218.538886,-0.506285,211.142782,3.645848,243.601378,1.559176
Bus84,192.057441,-0.469306,183.258805,3.643710,236.241043,1.562544
Bus85,202.683965,-0.485614,195.883066,3.642469,239.598703,1.562006
Bus86,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus87,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus88,191.276980,-0.468022,182.289815,3.643883,235.974869,1.562545
Bus89,202.683965,-0.485614,195.883066,3.642469,239.598703,1.562006
Bus90,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus91,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus92,190.541261,-0.466801,181.376018,3.644048,235.723855,1.562546
Bus93,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus94,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus95,190.113764,-0.466087,180.844887,3.644145,235.577956,1.562546
Bus96,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
Bus97,234.346980,-0.527287,231.168723,3.644760,247.249391,1.559410
Bus98,189.831487,-0.465614,180.494115,3.644209,235.481601,1.562546
Bus99,211.371642,-0.497385,205.043055,3.643453,241.794520,1.560487
