# Output_EVs_20kW_3ph\output_current_1.csv run at 2000-01-01 00:01:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,77.039191,-0.275173,55.940831,3.648278,54.296722,2.054026
TR1,77.039191,-0.275173,55.940831,3.648278,54.296722,2.054026
LINE1,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE2,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE3,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE4,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE5,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE6,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE7,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE8,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE9,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE10,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE11,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE12,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE13,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE14,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE15,0.000000,3.387608,0.000000,3.281809,0.000000,1.559535
LINE16,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE17,0.000000,3.241016,0.000000,3.314056,0.000000,1.545864
LINE18,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE19,0.000000,3.016992,0.000000,3.361639,0.000000,1.545864
LINE20,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE21,0.000000,3.016992,0.000000,3.475431,0.000000,1.514625
LINE22,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE23,0.000000,2.992306,0.000000,3.580308,0.000000,1.538052
LINE24,1951.250656,-0.720856,1957.622443,3.310548,965.404740,1.243451
LINE25,0.000000,2.871682,0.000000,3.687998,0.000000,1.556281
LINE26,129.256433,-0.837242,0.000000,3.851043,0.000000,1.588126
LINE27,1822.930453,-0.712622,1957.622443,3.310548,965.404740,1.243451
LINE28,0.000000,3.361639,0.000000,3.580308,0.000000,1.545864
LINE29,64.613666,-0.837297,0.000000,3.264729,0.000000,-1.448320
LINE30,64.642767,-0.837186,0.000000,3.851592,0.000000,1.593218
LINE31,1822.930453,-0.712622,1957.622443,3.310548,965.404740,1.243451
LINE32,0.000000,4.687457,0.000000,3.638495,0.000000,1.555807
LINE33,64.613666,-0.837297,0.000000,-0.271998,0.000000,1.575050
LINE34,64.642767,-0.837186,0.000000,3.501574,0.000000,1.568945
LINE35,0.000000,-0.226345,139.583591,3.328274,0.000000,-1.525271
LINE36,1822.930453,-0.712622,1818.062464,3.309187,965.404740,1.243451
LINE37,0.000000,4.687457,0.000000,3.601139,0.000000,1.558364
LINE38,64.642767,-0.837186,0.000000,-1.172533,0.000000,1.561824
LINE39,0.000000,-0.192714,69.795624,3.328287,0.000000,-1.517177
LINE40,0.000000,2.296007,69.787967,3.328260,0.000000,4.700812
LINE41,1822.930453,-0.712622,1818.062464,3.309187,965.404740,1.243451
LINE42,0.000000,0.694134,0.000000,2.078826,0.000000,3.215173
LINE43,0.000000,0.438716,0.000000,3.675260,0.000000,1.553677
LINE44,64.642767,-0.837186,0.000000,3.484924,0.000000,1.611790
LINE45,0.000000,0.300295,69.795624,3.328287,0.000000,-1.551279
LINE46,0.000000,2.747097,69.787967,3.328260,0.000000,1.560318
LINE47,1822.930453,-0.712622,1818.062464,3.309187,965.404740,1.243451
LINE48,0.000000,0.526907,0.000000,2.966295,0.000000,3.312560
LINE49,0.000000,1.545864,0.000000,3.727387,0.000000,1.514625
LINE50,64.642767,-0.837186,0.000000,0.098236,0.000000,1.640059
LINE51,0.000000,1.941775,69.795624,3.328287,0.000000,-1.546177
LINE52,1822.930453,-0.712622,1818.062464,3.309187,965.404740,1.243451
LINE53,0.000000,4.693951,0.000000,2.570760,0.000000,1.636922
LINE54,0.000000,0.311374,0.000000,2.567993,0.000000,3.196952
LINE55,0.000000,1.267565,0.000000,3.760162,0.000000,1.499024
LINE56,64.642767,-0.837186,0.000000,4.038826,0.000000,1.685211
LINE57,0.000000,-0.373672,69.795624,3.328287,0.000000,-1.434370
LINE58,1822.930453,-0.712622,1818.062464,3.309187,965.404740,1.243451
LINE59,0.000000,3.763955,0.000000,2.928079,0.000000,1.778645
LINE60,0.000000,-0.087746,0.000000,3.373236,0.000000,3.511784
LINE61,0.000000,1.165358,0.000000,3.742146,0.000000,1.538052
