# Output_case1\output_current_566.csv run at 2000-01-01 09:26:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,3.949149,-0.248547,2.863948,3.515753,2.328828,2.093194
TR1,3.949149,-0.248547,2.863948,3.515753,2.328828,2.093194
LINE1,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE2,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE3,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE4,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE5,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE6,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE7,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE8,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE9,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE10,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE11,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE12,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE13,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE14,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE15,0.000000,-0.781766,0.000000,0.220047,0.000000,1.675344
LINE16,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE17,0.000000,-1.007726,0.000000,0.296819,0.000000,1.723655
LINE18,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE19,0.000000,-1.215222,0.000000,0.618569,0.000000,4.505885
LINE20,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE21,0.000000,4.306951,0.000000,0.618569,0.000000,4.578515
LINE22,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
LINE23,0.000000,-1.076582,0.000000,-0.269911,0.000000,1.672142
LINE24,91.345509,-0.831298,116.052176,3.341045,26.304147,1.248133
