# Output_case2\output_current_1.csv run at 2000-01-01 00:01:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,25.858079,-0.360767,20.949431,3.764295,22.520048,1.895108
TR1,25.858079,-0.360767,20.949431,3.764295,22.520048,1.895108
LINE1,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE2,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE3,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE4,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE5,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE6,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE7,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE8,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE9,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE10,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE11,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE12,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE13,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE14,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE15,0.000000,-0.668433,0.000000,3.602283,0.000000,1.562530
LINE16,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE17,0.000000,-0.024932,0.000000,3.704663,0.000000,1.567736
LINE18,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE19,0.000000,-0.190081,0.000000,3.902059,0.000000,1.568588
LINE20,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE21,0.000000,-0.488580,0.000000,3.902059,0.000000,1.561488
LINE22,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE23,0.000000,-0.810330,0.000000,3.960815,0.000000,1.561488
LINE24,714.730779,-0.835022,638.216079,3.317668,472.585370,1.245495
LINE25,0.000000,-0.690901,0.000000,3.858608,0.000000,1.564612
LINE26,61.294309,-0.861772,0.000000,3.398938,0.000000,1.550649
LINE27,653.460455,-0.832513,638.216079,3.317668,472.585370,1.245495
LINE28,0.000000,-0.488580,0.000000,3.811399,0.000000,1.570859
LINE29,30.644055,-0.861797,0.000000,3.146398,0.000000,4.550403
LINE30,30.650254,-0.861747,0.000000,3.399536,0.000000,1.548817
LINE31,653.460455,-0.832513,638.216079,3.317668,472.585370,1.245495
LINE32,0.000000,-0.553006,0.000000,3.839640,0.000000,1.565207
LINE33,30.644055,-0.861797,0.000000,-0.174659,0.000000,4.551829
LINE34,30.650254,-0.861747,0.000000,3.184048,0.000000,1.417242
LINE35,0.000000,2.439225,62.160169,3.321346,0.000000,1.642952
LINE36,653.460455,-0.832513,576.056376,3.317271,472.585370,1.245495
LINE37,0.000000,-0.514889,0.000000,3.867590,0.000000,1.566695
LINE38,30.650254,-0.861747,0.000000,3.953472,0.000000,1.557434
LINE39,0.000000,2.308398,31.080760,3.321351,0.000000,1.637095
LINE40,0.000000,2.925947,31.079410,3.321340,0.000000,4.264810
LINE41,653.460455,-0.832513,576.056376,3.317271,472.585370,1.245495
LINE42,0.000000,0.957647,0.000000,0.503694,0.000000,4.561172
LINE43,0.000000,-0.316389,0.000000,3.902059,0.000000,1.565393
LINE44,30.650254,-0.861747,0.000000,4.320941,0.000000,1.746353
LINE45,0.000000,2.572426,31.080760,3.321351,0.000000,1.687869
LINE46,0.000000,3.836770,31.079410,3.321340,0.000000,4.509505
LINE47,653.460455,-0.832513,576.056376,3.317271,472.585370,1.245495
LINE48,0.000000,0.937874,0.000000,0.452062,0.000000,4.534337
LINE49,0.000000,-0.383703,0.000000,3.811399,0.000000,1.573635
LINE50,30.650254,-0.861747,0.000000,3.082476,0.000000,1.569128
LINE51,0.000000,2.650008,31.080760,3.321351,0.000000,1.979104
LINE52,653.460455,-0.832513,576.056376,3.317271,472.585370,1.245495
LINE53,0.000000,0.137636,0.000000,1.062213,0.000000,4.306255
LINE54,0.000000,1.025621,0.000000,0.367855,0.000000,4.558795
LINE55,0.000000,-0.429824,0.000000,3.791402,0.000000,1.579506
LINE56,30.650254,-0.861747,0.000000,3.174260,0.000000,4.449847
LINE57,0.000000,2.716208,31.080760,3.321351,0.000000,1.617718
LINE58,653.460455,-0.832513,576.056376,3.317271,472.585370,1.245495
LINE59,0.000000,-0.133345,0.000000,2.048165,0.000000,4.421557
