# Output_case2\output_current_1440.csv run at 2000-01-02 00:00:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,0.515783,-0.230079,0.516908,3.784915,0.436780,1.775085
TR1,0.515783,-0.230079,0.516908,3.784915,0.436780,1.775085
LINE1,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE2,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE3,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE4,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE5,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE6,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE7,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE8,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE9,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE10,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE11,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE12,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE13,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE14,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE15,0.000000,4.566833,0.000000,3.932353,0.000000,1.556037
LINE16,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE17,0.000000,4.507604,0.000000,4.409157,0.000000,1.539761
LINE18,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE19,0.000000,3.992719,0.000000,-1.377059,0.000000,1.557387
LINE20,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE21,0.000000,4.306951,0.000000,-1.350750,0.000000,1.517552
LINE22,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE23,0.000000,-1.471373,0.000000,4.687457,0.000000,1.550747
LINE24,11.524781,-0.841184,15.649325,3.347770,11.579055,1.252475
LINE25,0.000000,-1.289849,0.000000,4.306951,0.000000,1.554653
LINE26,1.599709,-0.841478,0.000000,-0.188455,0.000000,1.589884
LINE27,9.925073,-0.841136,15.649325,3.347770,11.579055,1.252475
LINE28,0.000000,-1.037129,0.000000,4.409157,0.000000,1.554165
LINE29,0.150359,-0.841488,0.000000,2.055053,0.000000,4.546648
LINE30,1.449350,-0.841478,0.000000,-0.257503,0.000000,1.586676
LINE31,9.925073,-0.841136,15.649325,3.347770,11.579055,1.252475
LINE32,0.000000,-1.048939,0.000000,4.147038,0.000000,1.555118
LINE33,0.150359,-0.841488,0.000000,0.321728,0.000000,4.565839
LINE34,1.449350,-0.841478,0.000000,-0.095967,0.000000,-1.525248
LINE35,0.000000,0.629266,0.472362,3.347239,0.000000,-1.553064
