# Output_EVs_20kW\output_current_566.csv run at 2000-01-01 09:26:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,6.694572,-0.040403,5.789449,3.438793,2.279238,2.101426
TR1,6.694572,-0.040403,5.789449,3.438793,2.279238,2.101426
LINE1,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE2,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE3,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE4,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE5,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE6,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE7,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE8,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE9,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE10,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE11,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE12,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE13,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE14,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE15,0.000000,-0.944652,0.000000,-0.340147,0.000000,1.570656
LINE16,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE17,0.000000,-0.668433,0.000000,-0.269911,0.000000,1.566174
LINE18,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE19,0.000000,-1.350750,0.000000,-0.287927,0.000000,1.563441
LINE20,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE21,0.000000,4.687457,0.000000,-0.190081,0.000000,1.565393
LINE22,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE23,0.000000,-1.215222,0.000000,-0.383703,0.000000,1.573201
LINE24,89.741062,-0.815242,250.480455,3.354542,26.200374,1.232050
LINE25,0.000000,-1.317429,0.000000,-0.419723,0.000000,1.579233
LINE26,3.365895,-0.836991,0.000000,4.372202,0.000000,1.602343
LINE27,86.375994,-0.814395,250.480455,3.354542,26.200374,1.232050
LINE28,0.000000,-1.398333,0.000000,-0.635658,0.000000,1.579334
LINE29,2.397072,-0.836989,0.000000,0.045732,0.000000,4.649647
LINE30,0.968824,-0.836996,0.000000,4.330784,0.000000,1.603749
LINE31,86.375994,-0.814395,250.480455,3.354542,26.200374,1.232050
LINE32,0.000000,-1.241023,0.000000,-0.810330,0.000000,1.578839
LINE33,2.397072,-0.836989,0.000000,4.362178,0.000000,2.562667
LINE34,0.968824,-0.836996,0.000000,4.320171,0.000000,1.648664
LINE35,0.000000,2.285475,21.490633,3.348605,0.000000,1.177507
LINE36,86.375994,-0.814395,228.990236,3.355099,26.200374,1.232050
LINE37,0.000000,-1.505068,0.000000,-0.739023,0.000000,1.577104
LINE38,0.968824,-0.836996,0.000000,3.842957,0.000000,1.634299
LINE39,0.000000,2.363639,9.485771,3.348597,0.000000,1.256133
LINE40,0.000000,2.989973,12.004863,3.348611,0.000000,4.622903
LINE41,86.375994,-0.814395,228.990236,3.355099,26.200374,1.232050
LINE42,0.000000,4.647973,0.000000,-0.455445,0.000000,4.508738
LINE43,0.000000,4.687457,0.000000,-0.612935,0.000000,1.578665
LINE44,0.968824,-0.836996,0.000000,4.159146,0.000000,1.626365
LINE45,0.000000,2.449401,9.485771,3.348597,0.000000,1.029086
LINE46,0.000000,0.571832,12.004863,3.348611,0.000000,1.517305
LINE47,86.375994,-0.814395,228.990236,3.355099,26.200374,1.232050
LINE48,0.000000,4.484932,0.000000,-0.328998,0.000000,4.239237
LINE49,0.000000,4.687457,0.000000,-0.612935,0.000000,1.600497
LINE50,0.968824,-0.836996,0.000000,-0.097980,0.000000,4.438855
LINE51,0.000000,2.484619,9.485771,3.348597,0.000000,-1.435392
LINE52,86.375994,-0.814395,228.990236,3.355099,26.200374,1.232050
LINE53,0.000000,4.114268,0.000000,0.178459,0.000000,1.477548
LINE54,0.000000,4.152929,0.000000,-0.281237,0.000000,-1.550898
LINE55,0.000000,-1.076582,0.000000,-1.132081,0.000000,1.639341
LINE56,0.968824,-0.836996,0.000000,-0.671809,0.000000,-1.533348
LINE57,0.000000,2.655395,9.485771,3.348597,0.000000,-1.347355
LINE58,86.375994,-0.814395,228.990236,3.355099,26.200374,1.232050
LINE59,0.000000,3.863421,0.000000,0.396128,0.000000,1.895997
LINE60,0.000000,4.303430,0.000000,-0.804386,0.000000,4.417753
LINE61,0.000000,4.442478,0.000000,4.490062,0.000000,1.639341
LINE62,0.968824,-0.836996,0.000000,0.378968,0.000000,-1.476368
LINE63,0.000000,2.685777,9.485771,3.348597,0.000000,-1.507968
LINE64,84.976446,-0.814158,228.990236,3.355099,26.200374,1.232050
LINE65,1.399695,-0.828769,0.000000,3.086983,0.000000,0.597780
LINE66,0.000000,4.203411,0.000000,-0.384929,0.000000,0.050446
LINE67,0.000000,4.448412,0.000000,4.049246,0.000000,4.493462
LINE68,0.000000,-1.350750,0.000000,4.687457,0.000000,1.596602
LINE69,0.968824,-0.836996,0.000000,0.946734,0.000000,3.954737
LINE70,0.000000,2.902103,9.485771,3.348597,0.000000,-1.047724
LINE71,84.976446,-0.814158,228.990236,3.355099,26.200374,1.232050
LINE72,0.204728,-0.828773,0.000000,3.161265,0.000000,1.461575
LINE73,1.194967,-0.828768,0.000000,3.027003,0.000000,1.496483
LINE74,0.000000,4.303201,0.000000,-0.787557,0.000000,2.099125
LINE75,0.000000,4.361515,0.000000,-0.321869,0.000000,3.955619
LINE76,0.000000,4.328686,0.000000,-1.493522,0.000000,1.746263
LINE77,0.000000,2.732512,9.485771,3.348597,0.000000,-1.049922
LINE78,84.976446,-0.814158,228.990236,3.355099,26.200374,1.232050
LINE79,0.000000,0.102479,0.000000,-0.905799,0.000000,4.586596
LINE80,0.000000,4.427981,0.000000,-0.598581,0.000000,4.067886
LINE81,0.000000,4.282565,0.000000,-1.473886,0.000000,1.690677
LINE82,0.000000,-1.109094,9.485771,3.348597,0.000000,4.679465
LINE83,84.976446,-0.814158,228.990236,3.355099,26.200374,1.232050
LINE84,0.000000,0.881646,0.000000,-0.336606,0.000000,-1.536930
LINE85,0.000000,4.376103,0.000000,-0.605773,0.000000,4.102335
LINE86,0.000000,4.332751,0.000000,4.687457,0.000000,1.635468
LINE87,84.976446,-0.814158,228.990236,3.355099,26.200374,1.232050
LINE88,0.000000,-0.599856,0.000000,2.442993,0.000000,2.570938
LINE89,0.000000,4.462614,0.000000,-0.912750,0.000000,4.125904
LINE90,0.000000,4.099454,0.000000,-1.377059,0.000000,3.116661
LINE91,84.976446,-0.814158,228.990236,3.355099,26.200374,1.232050
LINE92,0.000000,4.479207,0.000000,-0.557007,0.000000,2.955060
LINE93,0.000000,3.760162,0.000000,4.687457,0.000000,3.116661
LINE94,84.976446,-0.814158,228.990236,3.355099,26.200374,1.232050
LINE95,0.000000,4.289725,0.000000,-0.744971,0.000000,3.448854
LINE96,0.000000,3.361639,0.000000,-0.024932,0.000000,-1.568391
LINE97,84.976446,-0.814158,228.990236,3.355099,26.200374,1.232050
LINE98,0.000000,3.223148,0.000000,-0.525057,0.000000,2.238739
LINE99,0.000000,2.653013,0.000000,0.000000,0.000000,4.648414
LINE100,84.976446,-0.814158,228.990236,3.355099,26.200374,1.232050
LINE101,0.000000,2.541911,0.000000,3.694888,0.000000,2.092059
