# Output_EVs_20kW\output_voltage_1.csv run at 2000-01-01 00:01:00 EST on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
SourceBus,6668.395609,0.000000,6668.395609,4.188790,6668.395609,2.094395
Bus1,252.179626,-0.523647,252.178871,3.665153,252.181312,1.570756
Bus2,252.176790,-0.523644,252.176887,3.665152,252.180201,1.570758
Bus3,252.176493,-0.523644,252.176679,3.665152,252.180085,1.570758
Bus4,252.176214,-0.523643,252.176485,3.665152,252.179976,1.570758
Bus5,252.175972,-0.523643,252.176315,3.665152,252.179881,1.570758
Bus6,252.175589,-0.523643,252.176047,3.665152,252.179731,1.570759
Bus7,252.149542,-0.523616,252.157824,3.665143,252.169527,1.570776
Bus8,252.148375,-0.523615,252.157008,3.665143,252.169070,1.570776
Bus9,252.147404,-0.523614,252.156328,3.665142,252.168690,1.570777
Bus10,252.146552,-0.523613,252.155732,3.665142,252.168356,1.570777
Bus11,252.145916,-0.523613,252.155287,3.665142,252.168107,1.570778
Bus12,252.145319,-0.523612,252.154870,3.665142,252.167873,1.570778
Bus13,252.144952,-0.523612,252.154613,3.665142,252.167730,1.570778
Bus14,252.144038,-0.523611,252.153974,3.665141,252.167372,1.570779
Bus15,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus16,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus17,252.127660,-0.523594,252.142515,3.665136,252.160956,1.570790
Bus18,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus19,252.127042,-0.523593,252.142082,3.665136,252.160714,1.570790
Bus20,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus21,252.126349,-0.523593,252.141597,3.665135,252.160442,1.570790
Bus22,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus23,252.125219,-0.523592,252.140807,3.665135,252.160000,1.570791
Bus24,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus25,252.123165,-0.523589,252.139370,3.665134,252.159195,1.570793
Bus26,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus27,252.118013,-0.523584,252.139385,3.665134,252.159251,1.570793
Bus28,252.103414,-0.523569,252.120776,3.665136,252.147116,1.570802
Bus29,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus30,252.117735,-0.523584,252.139386,3.665134,252.159254,1.570793
Bus31,252.116900,-0.523583,252.139389,3.665134,252.159264,1.570793
Bus32,252.098157,-0.523563,252.115826,3.665137,252.143901,1.570804
Bus33,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus34,252.117099,-0.523584,252.139388,3.665134,252.159261,1.570793
Bus35,252.116863,-0.523583,252.139389,3.665134,252.159264,1.570793
Bus36,252.098190,-0.523563,252.112757,3.665140,252.143910,1.570804
Bus37,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus38,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus39,252.116809,-0.523583,252.139389,3.665134,252.159265,1.570793
Bus40,252.098191,-0.523563,252.112651,3.665140,252.143910,1.570804
Bus41,252.098195,-0.523563,252.112269,3.665140,252.143911,1.570804
Bus42,252.069555,-0.523541,252.095490,3.665135,252.126942,1.570826
Bus43,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus44,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus45,252.116739,-0.523583,252.139389,3.665134,252.159265,1.570793
Bus46,252.098192,-0.523563,252.112603,3.665140,252.143910,1.570804
Bus47,252.098208,-0.523563,252.111094,3.665142,252.143915,1.570804
Bus48,252.060701,-0.523534,252.089195,3.665135,252.121693,1.570833
Bus49,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus50,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus51,252.116570,-0.523583,252.139390,3.665134,252.159267,1.570793
Bus52,252.098192,-0.523563,252.112553,3.665140,252.143910,1.570804
Bus53,252.059425,-0.523533,252.088288,3.665135,252.120936,1.570834
Bus54,252.060701,-0.523534,252.089195,3.665135,252.121693,1.570833
Bus55,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus56,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus57,252.116425,-0.523583,252.139390,3.665134,252.159269,1.570793
Bus58,252.098193,-0.523563,252.112504,3.665140,252.143911,1.570804
Bus59,252.053642,-0.523528,252.084176,3.665134,252.117507,1.570838
Bus60,252.060701,-0.523534,252.089195,3.665135,252.121693,1.570833
Bus61,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus62,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus63,252.115731,-0.523582,252.139392,3.665134,252.159276,1.570793
Bus64,252.098193,-0.523563,252.112475,3.665140,252.143911,1.570804
Bus65,252.052724,-0.523528,252.083315,3.665135,252.116725,1.570839
Bus66,252.048119,-0.523523,252.084193,3.665134,252.117568,1.570838
Bus67,252.060701,-0.523534,252.089195,3.665135,252.121693,1.570833
Bus68,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus69,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus70,252.113277,-0.523580,252.139400,3.665134,252.159303,1.570793
Bus71,252.098194,-0.523563,252.112418,3.665140,252.143911,1.570804
Bus72,252.041877,-0.523520,252.073144,3.665139,252.107477,1.570845
Bus73,252.047180,-0.523522,252.084196,3.665134,252.117578,1.570838
Bus74,252.046357,-0.523521,252.084198,3.665134,252.117587,1.570838
Bus75,252.060701,-0.523534,252.089195,3.665135,252.121693,1.570833
Bus76,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus77,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus78,252.098197,-0.523563,252.112131,3.665141,252.143912,1.570804
Bus79,252.038096,-0.523517,252.069599,3.665141,252.104254,1.570848
Bus80,252.060701,-0.523534,252.089195,3.665135,252.121693,1.570833
Bus81,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus82,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus83,252.098209,-0.523563,252.111046,3.665142,252.143915,1.570804
Bus84,252.037270,-0.523516,252.068825,3.665141,252.103551,1.570848
Bus85,252.060701,-0.523534,252.089195,3.665135,252.121693,1.570833
Bus86,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus87,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus88,252.035597,-0.523515,252.067256,3.665142,252.102124,1.570849
Bus89,252.060701,-0.523534,252.089195,3.665135,252.121693,1.570833
Bus90,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus91,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus92,252.034019,-0.523514,252.065777,3.665142,252.100779,1.570850
Bus93,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus94,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus95,252.033102,-0.523513,252.064917,3.665143,252.099997,1.570851
Bus96,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus97,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus98,252.032496,-0.523513,252.064349,3.665143,252.099481,1.570851
Bus99,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus100,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus101,252.031660,-0.523512,252.063564,3.665143,252.098768,1.570852
Bus102,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus103,252.136636,-0.523603,252.148795,3.665139,252.164472,1.570784
Bus104,252.031653,-0.523512,252.063542,3.665143,252.098754,1.570852
Bus105,252.031138,-0.523512,252.063159,3.665143,252.098366,1.570852
Bus106,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus107,252.031645,-0.523512,252.063515,3.665143,252.098737,1.570852
Bus108,252.030843,-0.523512,252.062929,3.665143,252.098138,1.570852
Bus109,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus110,252.031636,-0.523512,252.063483,3.665143,252.098718,1.570852
Bus111,252.019178,-0.523504,252.053856,3.665146,252.089149,1.570862
Bus112,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus113,252.031621,-0.523512,252.063435,3.665143,252.098688,1.570852
Bus114,252.018009,-0.523503,252.052947,3.665146,252.088248,1.570862
Bus115,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus116,252.031603,-0.523512,252.063373,3.665143,252.098650,1.570851
Bus117,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus118,252.014482,-0.523502,252.050509,3.665145,252.086113,1.570864
Bus119,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus120,252.031589,-0.523512,252.063328,3.665143,252.098623,1.570851
Bus121,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus122,252.017994,-0.523503,252.052885,3.665146,252.088145,1.570862
Bus123,252.008121,-0.523500,252.046111,3.665143,252.082262,1.570867
Bus124,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus125,252.031571,-0.523512,252.063265,3.665143,252.098584,1.570851
Bus126,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus127,252.017971,-0.523504,252.052790,3.665146,252.087986,1.570862
Bus128,252.005261,-0.523499,252.044134,3.665142,252.080530,1.570869
Bus129,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus130,252.031550,-0.523512,252.063197,3.665143,252.098542,1.570851
Bus131,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus132,252.017046,-0.523503,252.052793,3.665146,252.087996,1.570862
Bus133,252.018178,-0.523504,252.052492,3.665147,252.087449,1.570861
Bus134,252.004410,-0.523498,252.043545,3.665141,252.080014,1.570869
Bus135,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus136,252.031531,-0.523512,252.063133,3.665143,252.098503,1.570851
Bus137,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus138,252.016966,-0.523503,252.052793,3.665146,252.087997,1.570862
Bus139,252.018333,-0.523504,252.052271,3.665147,252.087050,1.570860
Bus140,252.003449,-0.523498,252.042881,3.665141,252.079433,1.570870
Bus141,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus142,252.031500,-0.523512,252.063028,3.665143,252.098438,1.570851
Bus143,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus144,252.016888,-0.523503,252.052794,3.665146,252.087997,1.570862
Bus145,252.018436,-0.523505,252.052122,3.665147,252.086782,1.570860
Bus146,252.002545,-0.523498,252.042257,3.665141,252.078886,1.570870
Bus147,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus148,252.031350,-0.523512,252.062526,3.665143,252.098130,1.570850
Bus149,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus150,252.016825,-0.523503,252.052794,3.665146,252.087998,1.570862
Bus151,252.018466,-0.523505,252.052212,3.665148,252.086491,1.570860
Bus152,252.018460,-0.523504,252.049956,3.665149,252.086789,1.570860
Bus153,252.001491,-0.523497,252.041528,3.665140,252.078247,1.570871
Bus154,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus155,252.031318,-0.523512,252.062417,3.665143,252.098063,1.570850
Bus156,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus157,252.016730,-0.523502,252.052794,3.665146,252.087999,1.570862
Bus158,252.018546,-0.523506,252.052450,3.665149,252.085717,1.570859
Bus159,252.018461,-0.523504,252.049824,3.665150,252.086789,1.570860
Bus160,252.001188,-0.523497,252.041318,3.665140,252.078064,1.570871
Bus161,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus162,252.031348,-0.523512,252.059688,3.665145,252.098071,1.570850
Bus163,252.031135,-0.523513,252.062198,3.665142,252.097789,1.570850
Bus164,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus165,252.016616,-0.523502,252.052794,3.665146,252.088000,1.570862
Bus166,252.018574,-0.523507,252.052533,3.665149,252.085449,1.570859
Bus167,252.018463,-0.523504,252.049704,3.665150,252.086789,1.570860
Bus168,251.999464,-0.523496,252.040127,3.665140,252.077020,1.570872
Bus169,252.081272,-0.523550,252.103821,3.665136,252.133889,1.570817
Bus170,252.031353,-0.523512,252.059172,3.665146,252.098072,1.570850
Bus171,252.030892,-0.523513,252.061907,3.665142,252.097425,1.570849
Bus172,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus173,252.016530,-0.523502,252.052795,3.665146,252.088001,1.570862
Bus174,252.018574,-0.523507,252.052533,3.665149,252.085449,1.570859
Bus175,252.018580,-0.523507,252.052557,3.665149,252.083275,1.570862
Bus176,252.018463,-0.523504,252.049654,3.665150,252.086790,1.570860
Bus177,251.998491,-0.523496,252.039454,3.665139,252.076431,1.570872
Bus178,252.031365,-0.523512,252.058109,3.665147,252.098076,1.570850
Bus179,252.030842,-0.523513,252.061829,3.665142,252.097458,1.570849
Bus180,252.030896,-0.523513,252.061920,3.665142,252.096207,1.570850
Bus181,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus182,252.016430,-0.523502,252.052795,3.665146,252.088002,1.570862
Bus183,252.018574,-0.523507,252.052533,3.665149,252.085449,1.570859
Bus184,252.018581,-0.523507,252.052559,3.665149,252.083041,1.570862
Bus185,252.018465,-0.523504,252.049546,3.665150,252.086790,1.570860
Bus186,251.997768,-0.523496,252.038954,3.665139,252.075993,1.570873
Bus187,252.030643,-0.523513,252.061522,3.665141,252.097586,1.570849
Bus188,252.030911,-0.523514,252.061975,3.665142,252.091167,1.570855
Bus189,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus190,252.016336,-0.523502,252.052795,3.665146,252.088003,1.570862
Bus191,252.018574,-0.523507,252.052533,3.665149,252.085449,1.570859
Bus192,252.018574,-0.523507,252.052533,3.665149,252.085449,1.570859
Bus193,252.018581,-0.523507,252.052562,3.665149,252.082813,1.570862
Bus194,252.018468,-0.523504,252.049271,3.665150,252.086791,1.570860
Bus195,251.997119,-0.523495,252.038505,3.665139,252.075600,1.570873
Bus196,252.030287,-0.523512,252.060975,3.665140,252.097815,1.570848
Bus197,252.030912,-0.523514,252.061981,3.665142,252.090675,1.570856
Bus198,252.030912,-0.523514,252.061978,3.665142,252.090882,1.570855
Bus199,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus200,252.016236,-0.523502,252.052796,3.665146,252.088005,1.570862
Bus201,252.018574,-0.523507,252.052533,3.665149,252.085449,1.570859
Bus202,252.018574,-0.523507,252.052533,3.665149,252.085449,1.570859
Bus203,252.018582,-0.523507,252.052564,3.665149,252.082632,1.570862
Bus204,252.018469,-0.523504,252.049110,3.665150,252.086791,1.570860
Bus205,251.996312,-0.523495,252.037947,3.665138,252.075112,1.570873
Bus206,252.028947,-0.523511,252.060979,3.665140,252.097829,1.570848
Bus207,252.030335,-0.523512,252.060819,3.665140,252.097831,1.570848
Bus208,252.030916,-0.523514,252.061994,3.665142,252.089429,1.570857
Bus209,252.030912,-0.523514,252.061979,3.665142,252.090842,1.570855
Bus210,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus211,252.016081,-0.523502,252.052796,3.665146,252.088006,1.570862
Bus212,252.018574,-0.523507,252.052533,3.665149,252.085449,1.570859
Bus213,252.018582,-0.523507,252.052565,3.665149,252.082487,1.570862
Bus214,252.018471,-0.523504,252.048997,3.665150,252.086792,1.570860
Bus215,251.994823,-0.523495,252.036918,3.665138,252.074210,1.570874
Bus216,252.024560,-0.523507,252.060992,3.665140,252.097877,1.570849
Bus217,252.030422,-0.523512,252.060539,3.665140,252.097859,1.570848
Bus218,252.030912,-0.523514,252.061979,3.665142,252.090810,1.570856
Bus219,252.017999,-0.523503,252.052906,3.665146,252.088179,1.570862
Bus220,252.015660,-0.523501,252.052797,3.665146,252.088011,1.570862
Bus221,252.018574,-0.523507,252.052533,3.665149,252.085449,1.570859
Bus222,252.018583,-0.523507,252.052569,3.665149,252.082181,1.570863
Bus223,252.018473,-0.523504,252.048780,3.665151,252.086792,1.570860
Bus224,251.993524,-0.523494,252.036020,3.665137,252.073424,1.570875
Bus225,252.022669,-0.523505,252.060998,3.665140,252.097898,1.570849
Bus226,252.030452,-0.523512,252.060439,3.665140,252.097870,1.570848
Bus227,252.030912,-0.523514,252.061979,3.665142,252.090784,1.570856
Bus228,252.015624,-0.523501,252.052797,3.665146,252.088011,1.570862
