# file...... Output_EVs_20kW\Load53_voltage.csv
# date...... Thu Mar 03 17:59:22 2016
# user...... Gregorio
# host...... (null)
# target.... load 1024
# trigger... (none)
# interval.. 0
# limit..... 0
# timestamp,voltage_B
2000-01-01 00:01:00 EST,+251.958-150.003d
2000-01-01 00:02:00 EST,+251.96-150.002d
2000-01-01 00:03:00 EST,+251.981-150.013d
2000-01-01 00:04:00 EST,+251.915-150.011d
2000-01-01 00:05:00 EST,+251.857-150.003d
2000-01-01 00:06:00 EST,+251.833-150.008d
2000-01-01 00:07:00 EST,+251.839-150.015d
2000-01-01 00:08:00 EST,+251.84-150.023d
2000-01-01 00:09:00 EST,+251.844-150.028d
2000-01-01 00:10:00 EST,+251.97-150.146d
2000-01-01 00:11:00 EST,+251.721-150.002d
2000-01-01 00:12:00 EST,+251.725-150.007d
2000-01-01 00:13:00 EST,+251.715-150.009d
2000-01-01 00:14:00 EST,+251.69-150.01d
2000-01-01 00:15:00 EST,+251.688-150.008d
2000-01-01 00:16:00 EST,+251.683-150.012d
2000-01-01 00:17:00 EST,+251.748-150.049d
2000-01-01 00:18:00 EST,+251.748-150.049d
2000-01-01 00:19:00 EST,+251.746-150.047d
2000-01-01 00:20:00 EST,+251.719-150.009d
2000-01-01 00:21:00 EST,+251.719-150.009d
2000-01-01 00:22:00 EST,+251.72-150.01d
2000-01-01 00:23:00 EST,+251.72-150.01d
2000-01-01 00:24:00 EST,+251.746-150.009d
2000-01-01 00:25:00 EST,+251.823-149.999d
2000-01-01 00:26:00 EST,+251.838-149.994d
2000-01-01 00:27:00 EST,+251.77-149.994d
2000-01-01 00:28:00 EST,+251.77-149.994d
2000-01-01 00:29:00 EST,+251.781-150.007d
2000-01-01 00:30:00 EST,+251.795-150.016d
2000-01-01 00:31:00 EST,+251.914-150.028d
2000-01-01 00:32:00 EST,+251.911-150.028d
2000-01-01 00:33:00 EST,+252.062-150.027d
2000-01-01 00:34:00 EST,+252.062-150.028d
2000-01-01 00:35:00 EST,+252.061-150.027d
2000-01-01 00:36:00 EST,+252.01-150.026d
2000-01-01 00:37:00 EST,+252.013-150.03d
2000-01-01 00:38:00 EST,+251.993-150.039d
2000-01-01 00:39:00 EST,+251.997-150.044d
2000-01-01 00:40:00 EST,+252.045-150.063d
2000-01-01 00:41:00 EST,+252.065-150.067d
2000-01-01 00:42:00 EST,+252.016-150.065d
2000-01-01 00:43:00 EST,+252.023-150.06d
2000-01-01 00:44:00 EST,+251.99-150.048d
2000-01-01 00:45:00 EST,+251.949-150.044d
2000-01-01 00:46:00 EST,+251.934-150.03d
2000-01-01 00:47:00 EST,+251.892-150.041d
2000-01-01 00:48:00 EST,+251.766-150.035d
2000-01-01 00:49:00 EST,+251.755-150.042d
2000-01-01 00:50:00 EST,+251.684-150.041d
2000-01-01 00:51:00 EST,+251.692-150.038d
2000-01-01 00:52:00 EST,+251.647-150.036d
2000-01-01 00:53:00 EST,+251.65-150.039d
2000-01-01 00:54:00 EST,+251.767-150.185d
2000-01-01 00:55:00 EST,+251.812-150.173d
2000-01-01 00:56:00 EST,+251.746-150.175d
2000-01-01 00:57:00 EST,+251.6-150.032d
2000-01-01 00:58:00 EST,+251.608-150.029d
2000-01-01 00:59:00 EST,+251.674-150.015d
2000-01-01 01:00:00 EST,+251.676-150.017d
2000-01-01 01:01:00 EST,+251.657-149.979d
2000-01-01 01:02:00 EST,+251.649-149.972d
2000-01-01 01:03:00 EST,+251.676-149.977d
2000-01-01 01:04:00 EST,+251.638-149.974d
2000-01-01 01:05:00 EST,+251.657-149.966d
2000-01-01 01:06:00 EST,+251.636-149.971d
2000-01-01 01:07:00 EST,+251.631-149.965d
2000-01-01 01:08:00 EST,+251.73-149.981d
2000-01-01 01:09:00 EST,+251.724-149.973d
2000-01-01 01:10:00 EST,+251.762-149.967d
2000-01-01 01:11:00 EST,+251.766-149.962d
