# Output_EVs_20kW\output_voltage_1440.csv run at 2000-01-02 00:00:00 EST on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
SourceBus,6668.395609,0.000000,6668.395609,4.188790,6668.395609,2.094395
Bus1,252.169487,-0.523734,252.163042,3.665041,252.163363,1.570676
Bus2,252.165024,-0.523726,252.153875,3.665048,252.158024,1.570673
Bus3,252.164556,-0.523725,252.152914,3.665049,252.157464,1.570673
Bus4,252.164118,-0.523725,252.152013,3.665049,252.156939,1.570673
Bus5,252.163735,-0.523724,252.151228,3.665050,252.156482,1.570673
Bus6,252.163133,-0.523723,252.149992,3.665051,252.155762,1.570672
Bus7,252.122138,-0.523651,252.065780,3.665114,252.106713,1.570649
Bus8,252.120302,-0.523648,252.062008,3.665116,252.104516,1.570648
Bus9,252.118774,-0.523645,252.058869,3.665119,252.102688,1.570647
Bus10,252.117432,-0.523643,252.056114,3.665121,252.101083,1.570646
Bus11,252.116432,-0.523641,252.054058,3.665122,252.099886,1.570646
Bus12,252.115492,-0.523640,252.052128,3.665124,252.098762,1.570645
Bus13,252.114915,-0.523639,252.050941,3.665125,252.098071,1.570645
Bus14,252.113476,-0.523636,252.047987,3.665127,252.096350,1.570644
Bus15,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus16,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus17,252.087699,-0.523591,251.995034,3.665166,252.065508,1.570630
Bus18,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus19,252.086727,-0.523589,251.993037,3.665168,252.064345,1.570629
Bus20,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus21,252.085635,-0.523588,251.990795,3.665169,252.063039,1.570628
Bus22,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus23,252.083858,-0.523584,251.987144,3.665172,252.060912,1.570627
Bus24,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus25,252.080625,-0.523579,251.980503,3.665177,252.057044,1.570626
Bus26,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus27,252.069897,-0.523568,251.980535,3.665177,252.057161,1.570626
Bus28,252.052586,-0.523519,251.896061,3.665261,252.004416,1.570588
Bus29,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus30,252.069620,-0.523568,251.980536,3.665176,252.057164,1.570626
Bus31,252.067289,-0.523566,251.980543,3.665176,252.057190,1.570626
Bus32,252.045122,-0.523503,251.873582,3.665283,251.990405,1.570578
Bus33,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus34,252.068984,-0.523567,251.980538,3.665176,252.057171,1.570626
Bus35,252.067201,-0.523566,251.980543,3.665176,252.057191,1.570626
Bus36,252.045155,-0.523503,251.870510,3.665286,251.990414,1.570577
Bus37,252.021565,-0.523459,251.808576,3.665348,251.947753,1.570552
Bus38,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus39,252.067074,-0.523565,251.980543,3.665176,252.057192,1.570626
Bus40,252.045156,-0.523503,251.870404,3.665286,251.990415,1.570577
Bus41,252.045161,-0.523503,251.870022,3.665287,251.990416,1.570577
Bus42,252.005219,-0.523428,251.763467,3.665393,251.918155,1.570534
Bus43,252.021565,-0.523459,251.808576,3.665348,251.947753,1.570552
Bus44,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus45,252.066911,-0.523565,251.980544,3.665176,252.057194,1.570626
Bus46,252.045157,-0.523503,251.870356,3.665286,251.990415,1.570577
Bus47,252.045174,-0.523503,251.868846,3.665288,251.990419,1.570577
Bus48,251.992867,-0.523405,251.729381,3.665427,251.895789,1.570521
Bus49,252.021565,-0.523459,251.808576,3.665348,251.947753,1.570552
Bus50,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus51,252.066514,-0.523565,251.980545,3.665176,252.057198,1.570626
Bus52,252.045158,-0.523503,251.870305,3.665286,251.990415,1.570577
Bus53,251.991086,-0.523402,251.724466,3.665432,251.892564,1.570519
Bus54,251.992867,-0.523405,251.729381,3.665427,251.895789,1.570521
Bus55,252.021565,-0.523459,251.808576,3.665348,251.947753,1.570552
Bus56,252.101826,-0.523616,252.024055,3.665145,252.082411,1.570638
Bus57,252.066175,-0.523565,251.980546,3.665176,252.057202,1.570626
Bus58,252.045158,-0.523503,251.870257,3.665287,251.990415,1.570577
Bus59,251.983019,-0.523386,251.702204,3.665454,251.877957,1.570510
Bus60,251.992867,-0.523405,251.729381,3.665427,251.895789,1.570521
Bus61,252.021565,-0.523459,251.808576,3.665348,251.947753,1.570552
