# Output_EVs_20kW\output_current_1.csv run at 2000-01-01 00:01:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,0.166887,-0.384817,0.136214,3.824640,0.156498,1.889433
TR1,0.166887,-0.384817,0.136214,3.824640,0.156498,1.889433
LINE1,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE2,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE3,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE4,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE5,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE6,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE7,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE8,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE9,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE10,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE11,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE12,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE13,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE14,4.916655,-0.841036,3.888643,3.347572,3.307478,1.253317
LINE15,0.000000,3.361639,0.000000,3.187968,0.000000,1.601832
LINE16,4.916655,-0.841036,3.888642,3.347572,3.307478,1.253317
LINE17,0.000000,2.974764,0.000000,3.016992,0.000000,1.590229
LINE18,4.916655,-0.841036,3.888642,3.347572,3.307478,1.253317
LINE19,0.000000,3.061162,0.000000,3.054242,0.000000,1.584557
LINE20,4.916655,-0.841036,3.888642,3.347572,3.307478,1.253317
LINE21,0.000000,2.992306,0.000000,2.992306,0.000000,1.588750
LINE22,4.916655,-0.841036,3.888642,3.347572,3.307478,1.253317
LINE23,0.000000,3.241016,0.000000,3.227318,0.000000,1.590043
LINE24,4.916655,-0.841036,3.888642,3.347572,3.307478,1.253317
LINE25,0.000000,3.497167,0.000000,3.475431,0.000000,1.594873
LINE26,0.768241,-0.841141,0.000000,4.483333,0.000000,0.006070
LINE27,4.148415,-0.841016,3.888642,3.347572,3.307478,1.253317
LINE28,0.000000,3.497167,0.000000,3.459685,0.000000,1.600437
LINE29,0.150306,-0.841144,0.000000,2.367142,0.000000,-1.287392
LINE30,0.617934,-0.841140,0.000000,4.524998,0.000000,0.020588
LINE31,4.148415,-0.841016,3.888642,3.347572,3.307478,1.253317
LINE32,0.000000,3.675260,0.000000,3.492622,0.000000,1.594304
LINE33,0.150306,-0.841144,0.000000,0.484329,0.000000,0.426573
LINE34,0.617934,-0.841140,0.000000,4.567924,0.000000,-1.487806
LINE35,0.000000,2.343891,0.471805,3.347581,0.000000,1.647636
LINE36,4.148415,-0.841016,3.416837,3.347571,3.307478,1.253317
LINE37,0.000000,3.529071,0.000000,3.487552,0.000000,1.592975
LINE38,0.617934,-0.841140,0.000000,4.137963,0.000000,1.373270
LINE39,0.000000,2.339479,0.233815,3.347581,0.000000,1.598768
LINE40,0.000000,1.880979,0.237990,3.347581,0.000000,1.738399
LINE41,4.148415,-0.841016,3.416837,3.347571,3.307478,1.253317
LINE42,0.000000,2.111238,0.000000,0.369311,0.000000,2.369090
LINE43,0.000000,2.871682,0.000000,3.281809,0.000000,1.592618
LINE44,0.617934,-0.841140,0.000000,4.289846,0.000000,1.501404
LINE45,0.000000,2.567664,0.233815,3.347581,0.000000,1.543113
LINE46,0.000000,0.987247,0.237990,3.347581,0.000000,1.574568
LINE47,4.148415,-0.841016,3.416837,3.347571,3.307478,1.253317
LINE48,0.000000,2.050597,0.000000,0.279724,0.000000,2.704620
LINE49,0.000000,2.919265,0.000000,2.653013,0.000000,1.608466
LINE50,0.617934,-0.841140,0.000000,0.345653,0.000000,-1.116773
LINE51,0.000000,2.873518,0.233815,3.347581,0.000000,4.655757
LINE52,4.148415,-0.841016,3.416837,3.347571,3.307478,1.253317
LINE53,0.000000,0.554865,0.000000,-1.413996,0.000000,0.814976
LINE54,0.000000,1.991017,0.000000,0.402726,0.000000,1.407263
LINE55,0.000000,2.992306,0.000000,2.473160,0.000000,1.608893
LINE56,0.617934,-0.841140,0.000000,0.707275,0.000000,0.364316
LINE57,0.000000,3.009469,0.233815,3.347581,0.000000,1.554738
LINE58,4.148415,-0.841016,3.416837,3.347571,3.307478,1.253317
LINE59,0.000000,1.971038,0.000000,-0.512463,0.000000,0.373627
LINE60,0.000000,1.802388,0.000000,0.391215,0.000000,1.310176
LINE61,0.000000,2.974764,0.000000,2.794910,0.000000,1.611103
LINE62,0.617934,-0.841140,0.000000,0.716627,0.000000,-1.570149
LINE63,0.000000,3.006584,0.233815,3.347581,0.000000,1.447996
LINE64,3.559551,-0.841005,3.416837,3.347571,3.307478,1.253317
LINE65,0.588863,-0.841082,0.000000,0.522948,0.000000,-1.532284
LINE66,0.000000,1.401323,0.000000,3.859174,0.000000,0.702309
LINE67,0.000000,1.643415,0.000000,0.492525,0.000000,1.186645
LINE68,0.000000,2.974764,0.000000,2.951512,0.000000,1.608496
LINE69,0.617934,-0.841140,0.000000,-0.021308,0.000000,1.609864
LINE70,0.000000,2.482563,0.233815,3.347581,0.000000,4.651002
LINE71,3.559551,-0.841005,3.416837,3.347571,3.307478,1.253317
LINE72,0.204640,-0.841083,0.000000,1.464165,0.000000,4.694066
LINE73,0.384223,-0.841082,0.000000,0.494335,0.000000,-1.551827
LINE74,0.000000,1.061273,0.000000,3.249339,0.000000,0.861043
LINE75,0.000000,1.821614,0.000000,0.582989,0.000000,0.015054
LINE76,0.000000,3.006004,0.000000,2.951512,0.000000,1.629357
LINE77,0.000000,2.824329,0.233815,3.347581,0.000000,-1.552186
LINE78,3.559551,-0.841005,3.416837,3.347571,3.307478,1.253317
LINE79,0.000000,1.255857,0.000000,3.009394,0.000000,1.084004
LINE80,0.000000,1.713139,0.000000,0.462936,0.000000,0.183493
LINE81,0.000000,3.010676,0.000000,3.036190,0.000000,1.629176
LINE82,0.000000,1.061976,0.233815,3.347581,0.000000,3.943065
LINE83,3.559551,-0.841005,3.416837,3.347571,3.307478,1.253317
LINE84,0.000000,1.805351,0.000000,0.302542,0.000000,0.105429
LINE85,0.000000,1.705072,0.000000,0.444695,0.000000,0.090658
LINE86,0.000000,3.020802,0.000000,3.064078,0.000000,1.623006
LINE87,3.559551,-0.841005,3.416837,3.347571,3.307478,1.253317
LINE88,0.000000,1.132717,0.000000,-0.776327,0.000000,0.583581
LINE89,0.000000,1.723057,0.000000,0.446256,0.000000,-0.005417
LINE90,0.000000,3.006004,0.000000,3.045353,0.000000,1.623308
LINE91,3.559551,-0.841005,3.416837,3.347571,3.307478,1.253317
LINE92,0.000000,1.848703,0.000000,0.357332,0.000000,0.282801
LINE93,0.000000,2.871682,0.000000,2.133867,0.000000,3.116661
LINE94,3.559551,-0.841005,3.416837,3.347571,3.307478,1.253317
LINE95,0.000000,1.546122,0.000000,0.257079,0.000000,1.613310
LINE96,0.000000,2.951512,0.000000,0.438716,0.000000,1.558818
LINE97,3.559551,-0.841005,3.416837,3.347571,3.307478,1.253317
LINE98,0.000000,1.768535,0.000000,-0.025907,0.000000,2.734751
LINE99,0.000000,2.653013,0.000000,1.545864,0.000000,1.551144
LINE100,3.559551,-0.841005,3.416837,3.347571,3.307478,1.253317
LINE101,0.000000,1.927700,0.000000,-0.506596,0.000000,2.113753
LINE102,0.000000,0.000000,0.000000,0.000000,0.000000,-0.024932
LINE103,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE104,3.196175,-0.840999,2.807111,3.347568,2.864862,1.253321
LINE105,0.000000,1.857722,0.000000,-0.394897,0.000000,2.024640
LINE106,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE107,3.196175,-0.840999,2.807111,3.347568,2.864862,1.253321
LINE108,0.000000,1.919160,0.000000,-0.272352,0.000000,1.891610
LINE109,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE110,3.196175,-0.840999,2.807111,3.347568,2.864862,1.253321
LINE111,0.000000,1.801467,0.000000,-0.230105,0.000000,1.865988
LINE112,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE113,3.196175,-0.840999,2.807111,3.347568,2.864862,1.253321
LINE114,0.000000,1.807581,0.000000,-0.233526,0.000000,1.860149
LINE115,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE116,0.213020,-0.841061,0.371695,3.347593,0.455163,1.253306
LINE117,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE118,0.000000,1.823022,0.000000,-0.251175,0.000000,1.849604
LINE119,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE120,0.000000,3.152360,0.000000,0.707883,0.000000,-1.564665
LINE121,0.213020,-0.841061,0.371695,3.347593,0.455163,1.253306
LINE122,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE123,0.000000,1.810385,0.000000,-0.299967,0.000000,1.854530
LINE124,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE125,0.000000,3.241016,0.000000,0.618569,0.000000,-1.567598
LINE126,0.213020,-0.841061,0.371695,3.347593,0.455163,1.253306
LINE127,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE128,0.000000,1.824460,0.000000,-0.304695,0.000000,1.853564
LINE129,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE130,0.000000,3.045353,0.000000,0.760466,0.000000,-1.564401
LINE131,0.213020,-0.841061,0.000000,0.198870,0.000000,4.105283
LINE132,0.000000,4.696248,0.371695,3.347593,0.455163,1.253306
LINE133,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE134,0.000000,1.756762,0.000000,-0.314413,0.000000,1.885865
LINE135,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE136,0.000000,3.166619,0.000000,0.577355,0.000000,-1.567084
LINE137,0.213020,-0.841061,0.000000,0.141824,0.000000,3.941030
LINE138,0.000000,4.708853,0.371695,3.347593,0.455163,1.253306
LINE139,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE140,0.000000,1.783959,0.000000,-0.307503,0.000000,1.913266
LINE141,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE142,0.000000,3.231537,0.000000,0.438716,0.000000,-1.556320
LINE143,0.213020,-0.841061,0.000000,0.115159,0.000000,3.958789
LINE144,0.000000,4.690701,0.371695,3.347593,0.455163,1.253306
LINE145,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE146,0.000000,1.911565,0.000000,-0.217386,0.000000,2.108182
LINE147,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE148,0.000000,3.166619,0.000000,0.397922,0.000000,-1.552299
LINE149,0.213020,-0.841061,0.000000,0.261919,0.000000,4.435174
LINE150,0.000000,4.673885,0.000000,2.882659,0.455163,1.253306
LINE151,0.000000,1.434406,0.371695,3.347593,0.000000,1.607362
LINE152,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE153,0.000000,2.090432,0.000000,-0.323810,0.000000,2.141502
LINE154,0.363376,-0.841065,0.609726,3.347587,0.442617,1.253297
LINE155,0.000000,3.281809,0.000000,0.546406,0.000000,-1.563879
LINE156,0.213020,-0.841061,0.000000,0.164719,0.000000,4.497556
LINE157,0.000000,4.673909,0.000000,2.887306,0.455163,1.253306
LINE158,0.000000,1.343417,0.371695,3.347593,0.000000,1.611418
LINE159,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE160,0.000000,3.074778,0.000000,-0.197183,0.000000,0.625850
LINE161,0.000000,3.129390,0.204631,3.347586,0.000000,4.522909
LINE162,0.363376,-0.841065,0.405094,3.347587,0.442617,1.253297
LINE163,0.000000,3.302009,0.000000,0.387479,0.000000,-0.024932
LINE164,0.213020,-0.841061,0.000000,0.176623,0.000000,4.484862
LINE165,0.000000,4.651063,0.000000,2.882654,0.455163,1.253306
LINE166,0.000000,1.492464,0.371695,3.347593,0.000000,1.602629
LINE167,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE168,0.000000,2.722163,0.000000,-0.353815,0.000000,1.189477
LINE169,0.000000,-0.221660,0.204631,3.347586,0.000000,4.532482
LINE170,0.363376,-0.841065,0.405094,3.347587,0.442617,1.253297
LINE171,0.000000,3.394960,0.000000,0.515488,0.000000,1.484175
LINE172,0.213020,-0.841061,0.000000,0.096113,0.000000,4.514658
LINE173,0.000000,4.465516,0.000000,2.651524,0.000000,0.262463
LINE174,0.000000,0.062398,0.000000,3.253379,0.455163,1.253306
LINE175,0.000000,1.527777,0.371695,3.347593,0.000000,1.614283
LINE176,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE177,0.000000,2.474272,0.204631,3.347586,0.000000,1.484866
LINE178,0.363376,-0.841065,0.405094,3.347587,0.000000,-0.756202
LINE179,0.000000,-0.051624,0.000000,-1.481585,0.442617,1.253297
LINE180,0.000000,3.580308,0.000000,0.669806,0.000000,1.556118
LINE181,0.213020,-0.841061,0.000000,0.177740,0.000000,4.567879
LINE182,0.000000,4.363553,0.000000,2.740031,0.000000,0.267133
LINE183,0.000000,0.042157,0.000000,3.268251,0.455163,1.253306
LINE184,0.000000,1.396276,0.371695,3.347593,0.000000,1.632785
LINE185,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE186,0.363376,-0.841065,0.405094,3.347587,0.000000,-0.579163
LINE187,0.000000,-0.051266,0.000000,-1.437812,0.442617,1.253297
LINE188,0.000000,3.438411,0.000000,0.760466,0.000000,1.578933
LINE189,0.213020,-0.841061,0.000000,0.188287,0.000000,4.556473
LINE190,0.000000,1.910684,0.000000,-0.370373,0.000000,4.609022
LINE191,0.000000,-1.407585,0.000000,2.776338,0.000000,0.372849
LINE192,0.000000,0.135112,0.000000,3.279599,0.455163,1.253306
LINE193,0.000000,1.218384,0.371695,3.347593,0.000000,1.621792
LINE194,2.983155,-0.840994,2.435417,3.347564,2.409699,1.253323
LINE195,0.363376,-0.841065,0.405094,3.347587,0.000000,-0.710928
LINE196,0.000000,-0.090249,0.000000,0.440994,0.221308,1.253296
LINE197,0.000000,-0.053281,0.000000,-1.376342,0.221309,1.253297
