# Output\output_current_566.csv run at 2000-01-01 09:26:00 WET on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,0.515783,-0.230079,0.516908,3.784915,0.436780,1.775085
TR1,0.515783,-0.230079,0.516908,3.784915,0.436780,1.775085
LINE1,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE2,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE3,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE4,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE5,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE6,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE7,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE8,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE9,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE10,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE11,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE12,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE13,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE14,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE15,0.000000,0.349402,0.000000,-1.215222,0.000000,1.542691
LINE16,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE17,0.000000,0.585794,0.000000,-0.269911,0.000000,-1.538175
LINE18,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE19,0.000000,0.503143,0.000000,-0.024932,0.000000,-1.567806
LINE20,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE21,0.000000,0.220047,0.000000,-0.810330,0.000000,-1.561952
LINE22,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE23,0.000000,0.037487,0.000000,-1.132081,0.000000,-1.569646
LINE24,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE25,0.000000,-0.074890,0.000000,4.442478,0.000000,4.703813
LINE26,1.599709,-0.841478,0.000000,3.108621,0.000000,1.629041
LINE27,9.925073,-0.841136,15.649325,3.347770,11.579056,1.252475
LINE28,0.000000,0.074737,0.000000,4.687457,0.000000,-1.562537
LINE29,0.150359,-0.841488,0.000000,3.976256,0.000000,-1.447621
LINE30,1.449350,-0.841478,0.000000,3.104818,0.000000,1.628539
LINE31,9.925073,-0.841136,15.649325,3.347770,11.579056,1.252475
LINE32,0.000000,-0.024932,0.000000,4.381578,0.000000,4.680231
LINE33,0.150359,-0.841488,0.000000,0.309769,0.000000,1.544450
LINE34,1.449350,-0.841478,0.000000,2.942467,0.000000,1.658017
LINE35,0.000000,1.534956,0.472362,3.347239,0.000000,-1.521158
